customer_id,signup_date,city,state,age_group,gender,customer_segment,preferred_device
CUS02275,2025-04-18,San Jose,CA,36-45,Female,Regular,Web
CUS02276,2025-05-11,Boston,MA,46-55,Female,Premium,Mobile App
CUS02277,2026-03-14,San Jose,CA,46-55,Male,Regular,Web
CUS02278,2025-12-08,Boston,MA,36-45,Female,New,Mobile App
CUS02279,2025-11-02,Los Angeles,CA,26-35,Female,Premium,Mobile App
CUS02280,2025-03-10,Chicago,IL,46-55,Female,Regular,Mobile App
CUS02281,2025-07-17,Boston,MA,18-25,Male,Regular,Mobile App
CUS02282,2024-03-05,Seattle,WA,36-45,Male,New,Mobile App
CUS02283,2024-03-12,Boston,MA,26-35,Male,Regular,Mobile App
CUS02284,2026-02-24,Philadelphia,PA,56+,Male,Regular,Mobile App
CUS02285,2024-12-23,Austin,TX,26-35,Male,Regular,Mobile App
CUS02286,2025-09-18,Seattle,WA,36-45,Female,Regular,Mobile App
CUS02287,2025-06-19,Chicago,IL,26-35,Male,Premium,Mobile App
CUS02288,2024-03-15,Boston,MA,36-45,Female,Regular,Mobile App
CUS02289,2025-02-17,Phoenix,AZ,18-25,Female,Regular,Web
CUS02290,2025-06-05,Phoenix,AZ,26-35,Male,New,Mobile App
CUS02291,2024-08-09,Boston,MA,18-25,Female,Regular,Web
CUS02292,2024-01-07,Dallas,TX,26-35,Female,Premium,Mobile App
CUS02293,2026-01-31,Boston,MA,18-25,Female,Regular,Mobile App
CUS02294,2025-08-06,Dallas,TX,26-35,Female,Regular,Mobile App
CUS02295,2024-12-20,Chicago,IL,36-45,Male,New,Mobile App
CUS02296,2025-09-06,Phoenix,AZ,26-35,Male,Premium,Web
CUS02297,2025-06-06,Boston,MA,46-55,Male,New,Web
CUS02298,2025-06-04,Seattle,WA,18-25,Female,Regular,Mobile App
CUS02299,2024-04-17,Dallas,TX,46-55,Male,Premium,Mobile App
CUS02300,2024-11-30,Philadelphia,PA,26-35,Male,Regular,Mobile App
CUS02301,2025-06-21,Los Angeles,CA,18-25,Female,Regular,Mobile App
CUS02302,2024-08-03,Austin,TX,26-35,Female,Regular,Mobile App
CUS02303,2025-12-12,Philadelphia,PA,36-45,Male,Regular,Mobile App
CUS02304,2024-01-25,Philadelphia,PA,36-45,Male,New,Mobile App
CUS02305,2026-01-25,Los Angeles,CA,46-55,Female,Regular,Mobile App
CUS02306,2024-05-07,Los Angeles,CA,36-45,Female,Regular,Mobile App
CUS02307,2024-05-18,Dallas,TX,36-45,Female,Premium,Mobile App
CUS02308,2024-03-12,Austin,TX,26-35,Male,Premium,Mobile App
CUS02309,2026-03-01,New York,NY,36-45,Male,Premium,Web
CUS02310,2025-11-10,Houston,TX,18-25,Male,Regular,Web
CUS02311,2025-10-06,Boston,MA,46-55,Female,New,Mobile App
CUS02312,2024-10-19,Philadelphia,PA,36-45,Female,Regular,Mobile App
CUS02313,2024-10-09,Seattle,WA,56+,Female,Premium,Mobile App
CUS02314,2025-10-08,Austin,TX,26-35,Female,Regular,Mobile App
CUS02315,2025-01-28,Austin,TX,18-25,Male,Regular,Mobile App
CUS02316,2024-01-30,Los Angeles,CA,18-25,Other,Premium,Mobile App
CUS02317,2024-10-03,San Diego,CA,26-35,Female,Regular,Mobile App
CUS02318,2025-02-07,Houston,TX,36-45,Female,New,Mobile App
CUS02319,2025-12-06,San Jose,CA,26-35,Male,Regular,Mobile App
CUS02320,2024-12-05,Houston,TX,46-55,Male,Premium,Mobile App
CUS02321,2025-12-06,Dallas,TX,26-35,Male,New,Mobile App
CUS02322,2024-04-08,New York,NY,26-35,Female,Premium,Mobile App
CUS02323,2025-12-09,Boston,MA,18-25,Male,Regular,Mobile App
CUS02324,2025-12-20,Seattle,WA,18-25,Female,Regular,Mobile App
CUS02325,2024-10-10,Chicago,IL,26-35,Male,Regular,Mobile App
CUS02326,2024-04-04,San Jose,CA,56+,Male,New,Mobile App
CUS02327,2025-12-10,San Diego,CA,46-55,Male,Regular,Mobile App
CUS02328,2025-11-28,Austin,TX,36-45,Female,Regular,Web
CUS02329,2026-02-07,Boston,MA,18-25,Male,New,Mobile App
CUS02330,2024-04-21,San Diego,CA,36-45,Female,New,Mobile App
CUS02331,2024-05-20,Boston,MA,46-55,Female,Regular,Mobile App
CUS02332,2024-04-20,Chicago,IL,56+,Male,Regular,Mobile App
CUS02333,2025-12-06,Seattle,WA,36-45,Female,New,Mobile App
CUS02334,2024-09-20,Los Angeles,CA,26-35,Male,New,Mobile App
CUS02335,2024-10-08,Los Angeles,CA,18-25,Male,New,Mobile App
CUS02336,2025-11-30,Los Angeles,CA,36-45,Female,Regular,Mobile App
CUS02337,2024-04-03,San Jose,CA,26-35,Female,New,Mobile App
CUS02338,2024-03-05,San Jose,CA,26-35,Male,Regular,Web
CUS02339,2024-03-11,San Diego,CA,46-55,Male,New,Mobile App
CUS02340,2026-02-21,Los Angeles,CA,18-25,Male,Regular,Mobile App
CUS02341,2025-03-31,New York,NY,56+,Female,New,Web
CUS02342,2025-05-27,Seattle,WA,26-35,Female,New,Mobile App
CUS02343,2024-07-19,Austin,TX,26-35,Male,New,Web
CUS02344,2024-10-25,Chicago,IL,36-45,Male,New,Mobile App
CUS02345,2024-03-27,Dallas,TX,26-35,Female,Premium,Mobile App
CUS02346,2025-07-12,Los Angeles,CA,18-25,Male,New,Mobile App
CUS02347,2024-03-23,Seattle,WA,46-55,Female,Regular,Mobile App
CUS02348,2026-03-06,Austin,TX,26-35,Female,Premium,Mobile App
CUS02349,2024-05-15,Houston,TX,56+,Female,Regular,Mobile App
CUS02350,2024-09-04,San Diego,CA,36-45,Female,Premium,Mobile App
CUS02351,2025-08-24,Phoenix,AZ,36-45,Male,New,Mobile App
CUS02352,2025-08-23,San Diego,CA,18-25,Female,Regular,Mobile App
CUS02353,2025-05-15,Los Angeles,CA,18-25,Female,Regular,Mobile App
CUS02354,2025-04-05,Los Angeles,CA,26-35,Female,New,Web
CUS02355,2024-04-16,Los Angeles,CA,26-35,Female,Regular,Mobile App
CUS02356,2025-05-12,New York,NY,36-45,Male,Regular,Web
CUS02357,2025-12-15,Dallas,TX,26-35,Female,Regular,Web
CUS02358,2025-12-01,Philadelphia,PA,26-35,Female,Regular,Mobile App
CUS02359,2024-05-06,Los Angeles,CA,36-45,Male,Premium,Mobile App
CUS02360,2025-02-14,New York,NY,26-35,Female,Regular,Mobile App
CUS02361,2024-08-19,New York,NY,26-35,Female,Regular,Mobile App
CUS02362,2024-04-26,Chicago,IL,18-25,Male,New,Mobile App
CUS02363,2024-05-25,Chicago,IL,56+,Male,Regular,Mobile App
CUS02364,2025-10-05,Phoenix,AZ,26-35,Female,Regular,Web
CUS02365,2025-06-23,Austin,TX,26-35,Male,Regular,Mobile App
CUS02366,2025-08-25,Phoenix,AZ,36-45,Female,Regular,Web
CUS02367,2025-03-06,Phoenix,AZ,18-25,Male,New,Mobile App
CUS02368,2024-08-19,Dallas,TX,56+,Male,Regular,Web
CUS02369,2025-09-17,San Jose,CA,26-35,Female,Regular,Mobile App
CUS02370,2024-10-20,Boston,MA,26-35,Male,Premium,Mobile App
CUS02371,2024-05-14,Los Angeles,CA,26-35,Male,Regular,Mobile App
CUS02372,2024-09-29,San Diego,CA,18-25,Male,Premium,Web
CUS02373,2024-08-21,Seattle,WA,36-45,Female,New,Mobile App
CUS02374,2025-02-12,Phoenix,AZ,18-25,Male,Regular,Web
CUS02375,2025-09-07,Los Angeles,CA,56+,Male,Regular,Mobile App
CUS02376,2024-02-01,Boston,MA,18-25,Male,Premium,Mobile App
CUS02377,2025-03-24,San Jose,CA,36-45,Male,Regular,Mobile App
CUS02378,2024-05-20,Phoenix,AZ,36-45,Female,Regular,Web
CUS02379,2024-04-18,Phoenix,AZ,36-45,Male,Regular,Web
CUS02380,2025-01-20,Phoenix,AZ,36-45,Female,Regular,Web
CUS02381,2024-09-13,Phoenix,AZ,36-45,Female,Regular,Web
CUS02382,2025-03-17,Philadelphia,PA,26-35,Female,Premium,Web
CUS02383,2024-06-28,Dallas,TX,36-45,Female,Regular,Mobile App
CUS02384,2025-08-22,Austin,TX,46-55,Female,New,Mobile App
CUS02385,2026-03-17,Austin,TX,36-45,Female,Premium,Mobile App
CUS02386,2025-06-27,Dallas,TX,46-55,Female,Regular,Web
CUS02387,2024-06-29,San Jose,CA,26-35,Female,Regular,Mobile App
CUS02388,2024-03-05,Houston,TX,36-45,Male,Regular,Mobile App
CUS02389,2025-02-20,Dallas,TX,46-55,Male,Regular,Mobile App
CUS02390,2025-08-09,Phoenix,AZ,26-35,Male,Regular,Mobile App
CUS02391,2024-10-10,Philadelphia,PA,46-55,Female,Premium,Web
CUS02392,2025-08-30,San Diego,CA,26-35,Male,Regular,Mobile App
CUS02393,2024-01-24,Austin,TX,46-55,Male,New,Mobile App
CUS02394,2025-09-02,Chicago,IL,26-35,Male,Premium,Web
CUS02395,2025-03-27,San Diego,CA,18-25,Male,Regular,Web
CUS02396,2025-02-07,Los Angeles,CA,18-25,Female,Premium,Mobile App
CUS02397,2025-12-24,Austin,TX,46-55,Male,Regular,Mobile App
CUS02398,2024-03-22,Houston,TX,46-55,Female,Regular,Web
CUS02399,2024-05-02,San Jose,CA,26-35,Female,Premium,Mobile App
CUS02400,2025-06-23,Boston,MA,46-55,Male,New,Mobile App
CUS02401,2025-09-04,Los Angeles,CA,46-55,Male,Regular,Mobile App
CUS02402,2025-08-08,Seattle,WA,56+,Female,New,Mobile App
CUS02403,2024-07-22,San Diego,CA,18-25,Male,Regular,Web
CUS02404,2025-03-30,San Jose,CA,26-35,Male,Premium,Mobile App
CUS02405,2024-07-24,Dallas,TX,26-35,Male,New,Web
CUS02406,2025-08-01,Austin,TX,56+,Female,Regular,Mobile App
CUS02407,2024-04-05,Chicago,IL,26-35,Female,Premium,Mobile App
CUS02408,2026-02-08,Los Angeles,CA,18-25,Male,Regular,Mobile App
CUS02409,2025-01-28,Phoenix,AZ,56+,Male,Regular,Mobile App
CUS02410,2025-12-07,Dallas,TX,26-35,Male,Premium,Mobile App
CUS02411,2026-03-22,San Jose,CA,26-35,Male,Regular,Mobile App
CUS02412,2024-11-22,Dallas,TX,36-45,Male,Regular,Mobile App
CUS02413,2025-09-23,San Jose,CA,18-25,Male,Regular,Mobile App
CUS02414,2024-02-17,San Diego,CA,36-45,Female,Premium,Mobile App
CUS02415,2024-04-14,San Jose,CA,36-45,Male,New,Web
CUS02416,2025-10-18,Seattle,WA,36-45,Male,New,Mobile App
CUS02417,2025-01-16,Phoenix,AZ,36-45,Female,Regular,Web
CUS02418,2024-09-25,Philadelphia,PA,18-25,Female,Regular,Mobile App
CUS02419,2025-02-26,San Diego,CA,46-55,Male,New,Mobile App
CUS02420,2024-10-21,Dallas,TX,18-25,Male,Regular,Web
CUS02421,2024-07-11,Austin,TX,26-35,Female,New,Web
CUS02422,2025-02-25,Los Angeles,CA,26-35,Male,Regular,Mobile App
CUS02423,2026-01-17,Houston,TX,26-35,Male,Regular,Mobile App
CUS02424,2025-06-09,Seattle,WA,46-55,Female,Premium,Mobile App
CUS02425,2025-03-26,Phoenix,AZ,26-35,Female,Regular,Mobile App
CUS02426,2025-10-15,Phoenix,AZ,56+,Male,Regular,Mobile App
CUS02427,2024-10-06,Seattle,WA,26-35,Female,Regular,Mobile App
CUS02428,2025-08-16,San Jose,CA,46-55,Male,Regular,Web
CUS02429,2024-05-05,Boston,MA,26-35,Male,Regular,Mobile App
CUS02430,2025-11-05,Houston,TX,56+,Male,Regular,Mobile App
CUS02431,2024-05-16,Philadelphia,PA,26-35,Male,Regular,Mobile App
CUS02432,2025-07-19,Los Angeles,CA,26-35,Male,Regular,Mobile App
CUS02433,2026-03-01,San Diego,CA,18-25,Female,Regular,Mobile App
CUS02434,2026-02-12,Austin,TX,46-55,Female,Regular,Mobile App
CUS02435,2025-06-20,Dallas,TX,46-55,Male,Premium,Mobile App
CUS02436,2026-02-01,New York,NY,56+,Female,Regular,Mobile App
CUS02437,2024-10-21,Austin,TX,18-25,Female,Regular,Mobile App
CUS02438,2024-05-09,San Diego,CA,26-35,Male,Premium,Mobile App
CUS02439,2024-03-23,Houston,TX,36-45,Female,Regular,Mobile App
CUS02440,2024-03-08,Phoenix,AZ,26-35,Male,Regular,Mobile App
CUS02441,2025-01-08,Dallas,TX,46-55,Male,Regular,Web
CUS02442,2025-05-27,San Diego,CA,46-55,Male,Regular,Web
CUS02443,2024-10-24,Boston,MA,36-45,Female,Regular,Mobile App
CUS02444,2024-02-13,Seattle,WA,18-25,Male,Regular,Mobile App
CUS02445,2024-09-25,Philadelphia,PA,18-25,Female,New,Mobile App
CUS02446,2025-07-05,Houston,TX,18-25,Female,Regular,Mobile App
CUS02447,2024-10-04,Phoenix,AZ,26-35,Female,Regular,Mobile App
CUS02448,2025-03-30,Austin,TX,18-25,Male,Premium,Mobile App
CUS02449,2024-09-02,Seattle,WA,56+,Male,Regular,Mobile App
CUS02450,2026-01-31,Phoenix,AZ,18-25,Female,Regular,Web
CUS02451,2025-08-14,San Jose,CA,26-35,Female,Premium,Web
CUS02452,2026-01-14,San Diego,CA,26-35,Male,Regular,Mobile App
CUS02453,2025-01-16,Phoenix,AZ,36-45,Male,New,Web
CUS02454,2024-01-05,New York,NY,26-35,Male,New,Mobile App
CUS02455,2026-03-31,Seattle,WA,26-35,Female,Premium,Mobile App
CUS02456,2025-11-08,Houston,TX,26-35,Male,Regular,Mobile App
CUS02457,2025-06-22,Philadelphia,PA,36-45,Male,Regular,Web
CUS02458,2024-05-24,Los Angeles,CA,26-35,Female,Premium,Mobile App
CUS02459,2025-01-26,San Diego,CA,56+,Male,Regular,Mobile App
CUS02460,2024-04-22,Phoenix,AZ,26-35,Female,Premium,Mobile App
CUS02461,2024-07-13,New York,NY,26-35,Male,Regular,Mobile App
CUS02462,2025-08-09,Boston,MA,18-25,Male,Regular,Mobile App
CUS02463,2025-10-23,San Jose,CA,26-35,Female,New,Mobile App
CUS02464,2024-08-29,Austin,TX,26-35,Male,New,Mobile App
CUS02465,2024-08-20,Los Angeles,CA,18-25,Female,Regular,Mobile App
CUS02466,2026-03-13,San Diego,CA,26-35,Male,New,Mobile App
CUS02467,2024-08-06,Seattle,WA,56+,Male,Regular,Mobile App
CUS02468,2025-06-22,Houston,TX,18-25,Female,Regular,Mobile App
CUS02469,2024-12-06,San Jose,CA,26-35,Male,New,Web
CUS02470,2024-10-19,Boston,MA,26-35,Female,Regular,Web
CUS02471,2026-01-02,San Jose,CA,56+,Male,Regular,Mobile App
CUS02472,2024-05-06,San Diego,CA,36-45,Male,Regular,Mobile App
CUS02473,2025-02-23,Boston,MA,36-45,Female,Regular,Web
CUS02474,2025-09-15,Houston,TX,18-25,Male,Regular,Mobile App
CUS02475,2025-01-30,Phoenix,AZ,36-45,Female,Premium,Mobile App
CUS02476,2024-07-15,Austin,TX,26-35,Female,Premium,Mobile App
CUS02477,2025-11-23,Boston,MA,26-35,Male,New,Mobile App
CUS02478,2025-02-04,Dallas,TX,46-55,Female,Regular,Mobile App
CUS02479,2025-05-12,Boston,MA,56+,Female,New,Mobile App
CUS02480,2025-05-18,Philadelphia,PA,56+,Female,Regular,Mobile App
CUS02481,2024-02-27,San Jose,CA,46-55,Male,Regular,Web
CUS02482,2024-02-08,San Diego,CA,26-35,Female,Regular,Mobile App
CUS02483,2024-07-17,Seattle,WA,46-55,Male,Regular,Mobile App
CUS02484,2024-08-17,San Jose,CA,36-45,Female,Regular,Mobile App
CUS02485,2025-08-01,Philadelphia,PA,36-45,Female,Regular,Mobile App
CUS02486,2025-10-19,Los Angeles,CA,18-25,Male,New,Mobile App
CUS02487,2024-05-22,Chicago,IL,26-35,Male,Premium,Web
CUS02488,2025-02-13,Phoenix,AZ,56+,Male,Premium,Mobile App
CUS02489,2026-02-23,Phoenix,AZ,26-35,Male,Regular,Web
CUS02490,2024-12-08,Phoenix,AZ,36-45,Female,Premium,Mobile App
CUS02491,2026-02-20,Boston,MA,46-55,Male,New,Web
CUS02492,2024-08-08,Seattle,WA,26-35,Male,Regular,Web
CUS02493,2024-05-20,Austin,TX,18-25,Female,Regular,Mobile App
CUS02494,2025-10-11,Phoenix,AZ,56+,Female,Regular,Web
CUS02495,2024-11-27,San Diego,CA,26-35,Female,Regular,Web
CUS02496,2025-12-18,San Diego,CA,26-35,Female,Regular,Mobile App
CUS02497,2025-05-25,San Diego,CA,26-35,Female,Regular,Mobile App
CUS02498,2025-11-05,San Diego,CA,46-55,Male,Regular,Mobile App
CUS02499,2024-02-02,San Diego,CA,18-25,Female,Regular,Mobile App
CUS02500,2024-12-20,Houston,TX,46-55,Male,New,Mobile App
CUS02501,2025-09-19,Los Angeles,CA,18-25,Female,Premium,Mobile App
CUS02502,2025-11-21,Boston,MA,18-25,Female,New,Web
CUS02503,2024-06-26,Philadelphia,PA,36-45,Female,Premium,Mobile App
CUS02504,2024-06-06,Los Angeles,CA,36-45,Male,Regular,Mobile App
CUS02505,2025-02-10,Philadelphia,PA,46-55,Male,Regular,Mobile App
CUS02506,2024-03-26,New York,NY,18-25,Male,Premium,Web
CUS02507,2024-10-02,Philadelphia,PA,26-35,Male,Regular,Mobile App
CUS02508,2026-01-10,San Jose,CA,36-45,Male,Premium,Web
CUS02509,2026-02-04,Philadelphia,PA,36-45,Female,Regular,Web
CUS02510,2025-08-16,San Jose,CA,46-55,Male,New,Mobile App
CUS02511,2025-01-07,San Jose,CA,36-45,Female,Regular,Mobile App
CUS02512,2025-01-14,Dallas,TX,36-45,Male,New,Mobile App
CUS02513,2025-07-03,San Jose,CA,46-55,Male,Regular,Mobile App
CUS02514,2025-08-27,Houston,TX,56+,Male,Regular,Mobile App
CUS02515,2025-02-01,Chicago,IL,46-55,Female,Regular,Mobile App
CUS02516,2025-07-27,Houston,TX,26-35,Female,Regular,Mobile App
CUS02517,2024-06-10,Seattle,WA,18-25,Female,Regular,Mobile App
CUS02518,2026-03-17,New York,NY,46-55,Male,New,Web
CUS02519,2024-10-14,New York,NY,36-45,Female,Regular,Web
CUS02520,2025-04-13,Austin,TX,18-25,Male,Regular,Mobile App
CUS02521,2024-12-12,Chicago,IL,36-45,Female,Premium,Web
CUS02522,2024-09-19,Houston,TX,26-35,Female,Regular,Mobile App
CUS02523,2024-03-21,Philadelphia,PA,56+,Female,Regular,Mobile App
CUS02524,2025-09-10,San Jose,CA,26-35,Female,Regular,Web
CUS02525,2024-05-06,New York,NY,26-35,Male,Regular,Web
CUS02526,2026-01-15,San Jose,CA,36-45,Female,Regular,Mobile App
CUS02527,2025-02-16,San Jose,CA,56+,Female,Regular,Web
CUS02528,2025-05-22,Philadelphia,PA,18-25,Other,New,Mobile App
CUS02529,2024-08-06,Boston,MA,18-25,Male,Regular,Mobile App
CUS02530,2024-09-09,San Jose,CA,36-45,Female,Regular,Mobile App
CUS02531,2025-05-07,New York,NY,36-45,Male,Premium,Mobile App
CUS02532,2025-07-23,New York,NY,36-45,Male,Regular,Mobile App
CUS02533,2025-04-07,Dallas,TX,26-35,Female,Regular,Web
CUS02534,2025-12-19,New York,NY,36-45,Male,Regular,Web
CUS02535,2024-05-21,New York,NY,26-35,Male,Regular,Mobile App
CUS02536,2024-08-30,Houston,TX,46-55,Female,Regular,Mobile App
CUS02537,2024-12-05,Dallas,TX,26-35,Other,Premium,Web
CUS02538,2026-03-21,Austin,TX,46-55,Male,Premium,Mobile App
CUS02539,2025-07-20,Philadelphia,PA,26-35,Male,Regular,Web
CUS02540,2024-05-27,Philadelphia,PA,26-35,Other,Regular,Mobile App
CUS02541,2024-06-22,Dallas,TX,36-45,Male,Regular,Web
CUS02542,2024-04-24,Boston,MA,26-35,Male,Regular,Mobile App
CUS02543,2025-05-18,San Jose,CA,56+,Male,Regular,Mobile App
CUS02544,2024-10-10,Philadelphia,PA,26-35,Female,New,Mobile App
CUS02545,2024-05-12,Seattle,WA,26-35,Male,New,Mobile App
CUS02546,2026-01-31,Houston,TX,36-45,Female,Regular,Mobile App
CUS02547,2025-08-29,Houston,TX,46-55,Male,Regular,Mobile App
CUS02548,2025-03-04,Chicago,IL,46-55,Other,New,Mobile App
CUS02549,2026-03-20,Austin,TX,36-45,Female,Regular,Mobile App
CUS02550,2024-10-06,Los Angeles,CA,18-25,Male,Premium,Mobile App
CUS02551,2024-04-21,Chicago,IL,36-45,Male,Regular,Mobile App
CUS02552,2024-08-25,Phoenix,AZ,26-35,Male,Regular,Mobile App
CUS02553,2024-06-25,Dallas,TX,18-25,Male,Regular,Mobile App
CUS02554,2026-03-31,Houston,TX,26-35,Male,New,Web
CUS02555,2024-09-18,Houston,TX,36-45,Female,Regular,Web
CUS02556,2024-02-01,San Diego,CA,26-35,Male,Regular,Mobile App
CUS02557,2024-03-22,Austin,TX,36-45,Female,Regular,Mobile App
CUS02558,2024-01-07,Austin,TX,26-35,Male,Premium,Web
CUS02559,2024-08-16,Austin,TX,36-45,Male,New,Mobile App
CUS02560,2025-07-31,Phoenix,AZ,36-45,Female,Premium,Mobile App
CUS02561,2025-08-05,Austin,TX,36-45,Male,Regular,Mobile App
CUS02562,2024-09-07,Phoenix,AZ,36-45,Male,Regular,Web
CUS02563,2024-08-19,Houston,TX,26-35,Male,Regular,Mobile App
CUS02564,2025-06-30,Philadelphia,PA,46-55,Female,Premium,Mobile App
CUS02565,2025-07-25,Los Angeles,CA,26-35,Male,Regular,Mobile App
CUS02566,2024-10-17,Austin,TX,26-35,Male,New,Web
CUS02567,2024-02-10,Dallas,TX,18-25,Male,Regular,Mobile App
CUS02568,2025-02-14,Houston,TX,36-45,Female,Regular,Mobile App
CUS02569,2025-01-26,Boston,MA,18-25,Female,New,Mobile App
CUS02570,2025-06-19,San Jose,CA,26-35,Male,New,Web
CUS02571,2025-11-09,Chicago,IL,26-35,Female,Regular,Mobile App
CUS02572,2025-07-31,New York,NY,46-55,Female,New,Mobile App
CUS02573,2025-02-05,Chicago,IL,36-45,Male,Premium,Mobile App
CUS02574,2024-08-09,Austin,TX,46-55,Male,Regular,Mobile App
CUS02575,2025-10-28,Dallas,TX,26-35,Male,New,Web
CUS02576,2025-09-13,Los Angeles,CA,26-35,Female,Premium,Mobile App
CUS02577,2026-01-01,Los Angeles,CA,46-55,Female,Regular,Mobile App
CUS02578,2024-08-13,Phoenix,AZ,18-25,Male,Regular,Web
CUS02579,2024-01-08,Phoenix,AZ,56+,Male,Premium,Mobile App
CUS02580,2025-05-04,Houston,TX,46-55,Male,Regular,Mobile App
CUS02581,2025-03-10,Chicago,IL,26-35,Male,New,Web
CUS02582,2026-01-28,Phoenix,AZ,26-35,Female,New,Mobile App
CUS02583,2025-05-19,Boston,MA,26-35,Female,Premium,Mobile App
CUS02584,2024-01-10,Boston,MA,36-45,Male,Regular,Mobile App
CUS02585,2024-01-30,Chicago,IL,46-55,Female,Regular,Mobile App
CUS02586,2026-03-25,Boston,MA,26-35,Male,New,Mobile App
CUS02587,2024-03-31,Houston,TX,36-45,Male,Regular,Mobile App
CUS02588,2024-11-17,Los Angeles,CA,36-45,Male,New,Mobile App
CUS02589,2025-01-01,Seattle,WA,46-55,Female,Regular,Mobile App
CUS02590,2024-04-23,Los Angeles,CA,46-55,Male,Premium,Mobile App
CUS02591,2025-06-05,New York,NY,46-55,Female,Regular,Mobile App
CUS02592,2024-10-25,New York,NY,26-35,Male,Regular,Mobile App
CUS02593,2024-08-14,San Jose,CA,56+,Male,Premium,Mobile App
CUS02594,2024-02-28,Austin,TX,56+,Male,Regular,Mobile App
CUS02595,2024-08-18,Houston,TX,26-35,Male,Premium,Mobile App
CUS02596,2026-01-20,Dallas,TX,36-45,Female,Regular,Mobile App
CUS02597,2024-07-02,Chicago,IL,46-55,Female,New,Web
CUS02598,2024-03-09,Dallas,TX,26-35,Male,Regular,Mobile App
CUS02599,2024-01-29,Boston,MA,26-35,Male,Regular,Web
CUS02600,2025-04-23,Boston,MA,26-35,Male,Regular,Mobile App
CUS02601,2025-05-03,Phoenix,AZ,26-35,Male,Regular,Mobile App
CUS02602,2025-07-07,Houston,TX,26-35,Male,Regular,Mobile App
CUS02603,2025-06-13,San Diego,CA,26-35,Female,Regular,Mobile App
CUS02604,2025-06-22,Philadelphia,PA,46-55,Female,Premium,Mobile App
CUS02605,2025-04-14,Philadelphia,PA,26-35,Male,Regular,Web
CUS02606,2025-02-09,San Diego,CA,26-35,Other,Regular,Mobile App
CUS02607,2025-05-08,San Jose,CA,18-25,Female,New,Web
CUS02608,2024-04-06,Phoenix,AZ,26-35,Female,Premium,Mobile App
CUS02609,2025-12-05,Boston,MA,36-45,Female,New,Mobile App
CUS02610,2025-06-10,Chicago,IL,18-25,Female,New,Mobile App
CUS02611,2025-03-07,Austin,TX,26-35,Female,Premium,Mobile App
CUS02612,2024-03-25,Austin,TX,46-55,Female,New,Mobile App
CUS02613,2024-05-13,Philadelphia,PA,36-45,Female,New,Mobile App
CUS02614,2026-01-25,Philadelphia,PA,18-25,Female,Regular,Mobile App
CUS02615,2024-06-19,New York,NY,56+,Female,Premium,Mobile App
CUS02616,2025-11-20,San Jose,CA,26-35,Male,Regular,Mobile App
CUS02617,2024-05-15,San Jose,CA,36-45,Female,Regular,Mobile App
CUS02618,2025-11-05,Seattle,WA,18-25,Male,Premium,Web
CUS02619,2025-09-12,Chicago,IL,36-45,Male,New,Web
CUS02620,2025-01-10,Houston,TX,26-35,Male,New,Mobile App
CUS02621,2024-07-22,Boston,MA,36-45,Male,New,Web
CUS02622,2025-08-08,Seattle,WA,18-25,Female,Regular,Web
CUS02623,2024-06-02,Dallas,TX,26-35,Male,New,Mobile App
CUS02624,2025-11-15,Boston,MA,18-25,Male,Regular,Mobile App
CUS02625,2024-05-20,Boston,MA,56+,Male,Regular,Mobile App
CUS02626,2025-12-16,San Diego,CA,36-45,Female,Regular,Mobile App
CUS02627,2026-01-01,San Jose,CA,36-45,Male,Regular,Mobile App
CUS02628,2024-07-16,New York,NY,36-45,Female,Regular,Mobile App
CUS02629,2024-02-08,New York,NY,46-55,Female,Regular,Mobile App
CUS02630,2024-04-24,Seattle,WA,26-35,Male,New,Mobile App
CUS02631,2024-10-05,New York,NY,26-35,Female,New,Web
CUS02632,2025-01-08,Seattle,WA,46-55,Female,New,Mobile App
CUS02633,2024-09-16,Boston,MA,46-55,Female,Premium,Mobile App
CUS02634,2024-07-05,Boston,MA,26-35,Female,Premium,Mobile App
CUS02635,2026-02-03,Phoenix,AZ,18-25,Female,Regular,Web
CUS02636,2026-03-23,Phoenix,AZ,36-45,Male,Premium,Mobile App
CUS02637,2026-03-08,Houston,TX,46-55,Male,Regular,Mobile App
CUS02638,2026-03-10,Seattle,WA,46-55,Male,Premium,Mobile App
CUS02639,2026-03-20,New York,NY,46-55,Female,Premium,Web
CUS02640,2024-09-17,Phoenix,AZ,46-55,Male,New,Web
CUS02641,2025-08-23,Philadelphia,PA,36-45,Female,New,Web
CUS02642,2026-02-23,Seattle,WA,46-55,Female,Regular,Mobile App
CUS02643,2024-10-08,Seattle,WA,36-45,Male,Regular,Mobile App
CUS02644,2025-11-15,New York,NY,18-25,Female,Regular,Web
CUS02645,2024-04-18,Phoenix,AZ,46-55,Male,New,Mobile App
CUS02646,2024-09-13,Phoenix,AZ,26-35,Male,Regular,Mobile App
CUS02647,2025-04-24,Boston,MA,26-35,Female,Premium,Mobile App
CUS02648,2024-04-14,Philadelphia,PA,36-45,Female,Premium,Mobile App
CUS02649,2025-09-27,Austin,TX,36-45,Female,New,Web
CUS02650,2026-03-08,Boston,MA,26-35,Male,Regular,Mobile App
CUS02651,2025-08-09,San Diego,CA,18-25,Male,Regular,Web
CUS02652,2024-11-12,San Diego,CA,18-25,Male,Regular,Mobile App
