fulfillment_id,transaction_id,est_delivery_min,real_delivery_min,late_minutes,late_status,accuracy_status,user_rating
FLV036652,TRD036652,59,55,0,Prompt,Incomplete,5
FLV036653,TRD036653,35,27,0,Prompt,Incorrect,5
FLV036654,TRD036654,37,50,13,Late,Accurate,4
FLV036655,TRD036655,53,44,0,Prompt,Accurate,5
FLV036656,TRD036656,52,53,1,Late,Accurate,5
FLV036657,TRD036657,66,95,29,Late,Accurate,3
FLV036658,TRD036658,79,75,0,Prompt,Accurate,4
FLV036659,TRD036659,55,77,22,Late,Accurate,3
FLV036660,TRD036660,59,86,27,Late,Incorrect,2
FLV036661,TRD036661,37,32,0,Prompt,Accurate,3
FLV036662,TRD036662,52,99,47,Late,Accurate,2
FLV036663,TRD036663,28,29,1,Late,Accurate,4
FLV036664,TRD036664,57,61,4,Late,Accurate,5
FLV036665,TRD036665,44,59,15,Late,Accurate,4
FLV036666,TRD036666,19,44,25,Late,Accurate,3
FLV036667,TRD036667,43,40,0,Prompt,Accurate,5
FLV036668,TRD036668,35,26,0,Prompt,Accurate,5
FLV036669,TRD036669,30,29,0,Prompt,Accurate,5
FLV036670,TRD036670,59,58,0,Prompt,Accurate,4
FLV036671,TRD036671,32,26,0,Prompt,Accurate,5
FLV036672,TRD036672,61,85,24,Late,Accurate,3
FLV036673,TRD036673,47,48,1,Late,Accurate,5
FLV036674,TRD036674,32,31,0,Prompt,Accurate,4
FLV036675,TRD036675,62,60,0,Prompt,Accurate,4
FLV036676,TRD036676,35,31,0,Prompt,Accurate,4
FLV036677,TRD036677,44,37,0,Prompt,Accurate,3
FLV036678,TRD036678,26,46,20,Late,Accurate,2
FLV036679,TRD036679,43,44,1,Late,Accurate,5
FLV036680,TRD036680,53,43,0,Prompt,Accurate,5
FLV036681,TRD036681,23,30,7,Late,Accurate,5
FLV036682,TRD036682,49,45,0,Prompt,Accurate,4
FLV036683,TRD036683,38,33,0,Prompt,Accurate,4
FLV036684,TRD036684,63,63,0,Prompt,Accurate,5
FLV036685,TRD036685,50,76,26,Late,Accurate,2
FLV036686,TRD036686,51,87,36,Late,Accurate,4
FLV036687,TRD036687,71,74,3,Late,Accurate,5
FLV036688,TRD036688,44,31,0,Prompt,Accurate,4
FLV036689,TRD036689,39,31,0,Prompt,Accurate,3
FLV036690,TRD036690,41,34,0,Prompt,Accurate,3
FLV036691,TRD036691,15,13,0,Prompt,Accurate,3
FLV036692,TRD036692,65,54,0,Prompt,Accurate,3
FLV036693,TRD036693,32,49,17,Late,Accurate,2
FLV036694,TRD036694,32,29,0,Prompt,Accurate,4
FLV036695,TRD036695,46,42,0,Prompt,Accurate,2
FLV036696,TRD036696,34,28,0,Prompt,Accurate,5
FLV036697,TRD036697,61,72,11,Late,Accurate,3
FLV036698,TRD036698,19,20,1,Late,Accurate,5
FLV036699,TRD036699,44,33,0,Prompt,Incorrect,5
FLV036700,TRD036700,31,31,0,Prompt,Accurate,4
FLV036701,TRD036701,28,34,6,Late,Accurate,3
FLV036702,TRD036702,38,26,0,Prompt,Accurate,5
FLV036703,TRD036703,50,49,0,Prompt,Accurate,5
FLV036704,TRD036704,51,49,0,Prompt,Accurate,5
FLV036705,TRD036705,40,45,5,Late,Incomplete,5
FLV036706,TRD036706,49,40,0,Prompt,Accurate,4
FLV036707,TRD036707,33,29,0,Prompt,Accurate,4
FLV036708,TRD036708,28,28,0,Prompt,Accurate,5
FLV036709,TRD036709,56,55,0,Prompt,Accurate,4
FLV036710,TRD036710,53,49,0,Prompt,Accurate,5
FLV036711,TRD036711,53,52,0,Prompt,Accurate,4
FLV036712,TRD036712,34,27,0,Prompt,Accurate,5
FLV036713,TRD036713,56,70,14,Late,Accurate,2
FLV036714,TRD036714,51,79,28,Late,Accurate,3
FLV036715,TRD036715,42,32,0,Prompt,Accurate,4
FLV036716,TRD036716,54,51,0,Prompt,Incomplete,5
FLV036717,TRD036717,55,47,0,Prompt,Accurate,5
FLV036718,TRD036718,57,56,0,Prompt,Accurate,2
FLV036719,TRD036719,41,37,0,Prompt,Accurate,2
FLV036720,TRD036720,30,34,4,Late,Accurate,4
FLV036721,TRD036721,31,26,0,Prompt,Incomplete,3
FLV036722,TRD036722,44,42,0,Prompt,Incomplete,4
FLV036723,TRD036723,33,45,12,Late,Accurate,2
FLV036724,TRD036724,49,58,9,Late,Accurate,3
FLV036725,TRD036725,73,82,9,Late,Accurate,1
FLV036726,TRD036726,57,48,0,Prompt,Accurate,4
FLV036727,TRD036727,55,53,0,Prompt,Accurate,3
FLV036728,TRD036728,50,49,0,Prompt,Accurate,3
FLV036729,TRD036729,18,11,0,Prompt,Accurate,3
FLV036730,TRD036730,34,33,0,Prompt,Accurate,4
FLV036731,TRD036731,20,60,40,Late,Incomplete,1
FLV036732,TRD036732,45,71,26,Late,Accurate,1
FLV036733,TRD036733,57,48,0,Prompt,Accurate,4
FLV036734,TRD036734,57,59,2,Late,Accurate,3
FLV036735,TRD036735,75,78,3,Late,Accurate,3
FLV036736,TRD036736,63,59,0,Prompt,Incomplete,4
FLV036737,TRD036737,42,42,0,Prompt,Accurate,4
FLV036738,TRD036738,70,69,0,Prompt,Accurate,4
FLV036739,TRD036739,36,37,1,Late,Accurate,3
FLV036740,TRD036740,43,37,0,Prompt,Accurate,3
FLV036741,TRD036741,77,95,18,Late,Accurate,2
FLV036742,TRD036742,87,113,26,Late,Incorrect,2
FLV036743,TRD036743,50,66,16,Late,Accurate,1
FLV036744,TRD036744,24,14,0,Prompt,Accurate,4
FLV036745,TRD036745,46,69,23,Late,Accurate,2
FLV036746,TRD036746,25,49,24,Late,Accurate,1
FLV036747,TRD036747,54,57,3,Late,Accurate,3
FLV036748,TRD036748,47,45,0,Prompt,Accurate,4
FLV036749,TRD036749,41,44,3,Late,Accurate,3
FLV036750,TRD036750,31,28,0,Prompt,Accurate,5
FLV036751,TRD036751,47,54,7,Late,Accurate,4
FLV036752,TRD036752,22,14,0,Prompt,Accurate,4
FLV036753,TRD036753,47,67,20,Late,Accurate,2
FLV036754,TRD036754,42,36,0,Prompt,Accurate,4
FLV036755,TRD036755,45,40,0,Prompt,Accurate,2
FLV036756,TRD036756,45,49,4,Late,Accurate,3
FLV036757,TRD036757,70,63,0,Prompt,Accurate,4
FLV036758,TRD036758,48,57,9,Late,Accurate,2
FLV036759,TRD036759,53,59,6,Late,Accurate,3
FLV036760,TRD036760,15,40,25,Late,Accurate,1
FLV036761,TRD036761,36,36,0,Prompt,Accurate,3
FLV036762,TRD036762,37,30,0,Prompt,Accurate,3
FLV036763,TRD036763,59,60,1,Late,Accurate,4
FLV036764,TRD036764,48,42,0,Prompt,Accurate,3
FLV036765,TRD036765,52,69,17,Late,Incomplete,1
FLV036766,TRD036766,18,14,0,Prompt,Accurate,2
FLV036767,TRD036767,33,33,0,Prompt,Accurate,2
FLV036768,TRD036768,91,101,10,Late,Accurate,2
FLV036769,TRD036769,37,34,0,Prompt,Accurate,3
FLV036770,TRD036770,92,85,0,Prompt,Accurate,3
FLV036771,TRD036771,41,27,0,Prompt,Accurate,4
FLV036772,TRD036772,33,56,23,Late,Accurate,1
FLV036773,TRD036773,67,66,0,Prompt,Accurate,3
FLV036774,TRD036774,46,39,0,Prompt,Accurate,3
FLV036775,TRD036775,40,39,0,Prompt,Accurate,4
FLV036776,TRD036776,27,59,32,Late,Accurate,1
FLV036777,TRD036777,53,42,0,Prompt,Accurate,3
FLV036778,TRD036778,39,34,0,Prompt,Accurate,4
FLV036779,TRD036779,35,65,30,Late,Accurate,1
FLV036780,TRD036780,79,68,0,Prompt,Accurate,3
FLV036781,TRD036781,29,30,1,Late,Accurate,4
FLV036782,TRD036782,15,17,2,Late,Incorrect,4
FLV036783,TRD036783,44,35,0,Prompt,Accurate,3
FLV036784,TRD036784,54,44,0,Prompt,Incomplete,3
FLV036785,TRD036785,74,62,0,Prompt,Accurate,4
FLV036786,TRD036786,21,11,0,Prompt,Accurate,3
FLV036787,TRD036787,58,57,0,Prompt,Accurate,4
FLV036788,TRD036788,55,49,0,Prompt,Accurate,3
FLV036789,TRD036789,59,55,0,Prompt,Accurate,3
FLV036790,TRD036790,42,44,2,Late,Accurate,3
FLV036791,TRD036791,24,18,0,Prompt,Accurate,2
FLV036792,TRD036792,35,27,0,Prompt,Accurate,3
FLV036793,TRD036793,43,60,17,Late,Accurate,2
FLV036794,TRD036794,22,23,1,Late,Accurate,2
FLV036795,TRD036795,15,12,0,Prompt,Accurate,3
FLV036796,TRD036796,35,27,0,Prompt,Accurate,4
FLV036797,TRD036797,29,27,0,Prompt,Accurate,4
FLV036798,TRD036798,70,60,0,Prompt,Accurate,4
FLV036799,TRD036799,50,37,0,Prompt,Accurate,4
FLV036800,TRD036800,70,69,0,Prompt,Accurate,3
FLV036801,TRD036801,46,38,0,Prompt,Accurate,3
FLV036802,TRD036802,45,70,25,Late,Accurate,2
FLV036803,TRD036803,60,55,0,Prompt,Accurate,4
FLV036804,TRD036804,18,20,2,Late,Accurate,3
FLV036805,TRD036805,28,20,0,Prompt,Accurate,2
FLV036806,TRD036806,62,61,0,Prompt,Accurate,3
FLV036807,TRD036807,39,48,9,Late,Accurate,2
FLV036808,TRD036808,38,32,0,Prompt,Accurate,4
FLV036809,TRD036809,49,75,26,Late,Accurate,1
FLV036810,TRD036810,28,23,0,Prompt,Accurate,3
FLV036811,TRD036811,77,85,8,Late,Accurate,2
FLV036812,TRD036812,34,62,28,Late,Accurate,3
FLV036813,TRD036813,50,57,7,Late,Accurate,3
FLV036814,TRD036814,40,40,0,Prompt,Accurate,4
FLV036815,TRD036815,36,27,0,Prompt,Accurate,3
FLV036816,TRD036816,42,36,0,Prompt,Accurate,5
FLV036817,TRD036817,43,35,0,Prompt,Accurate,4
FLV036818,TRD036818,31,41,10,Late,Accurate,3
FLV036819,TRD036819,56,71,15,Late,Accurate,2
FLV036820,TRD036820,40,38,0,Prompt,Accurate,4
FLV036821,TRD036821,34,45,11,Late,Accurate,2
FLV036822,TRD036822,37,57,20,Late,Accurate,3
FLV036823,TRD036823,30,45,15,Late,Accurate,4
FLV036824,TRD036824,59,80,21,Late,Accurate,3
FLV036825,TRD036825,58,55,0,Prompt,Accurate,5
FLV036826,TRD036826,47,41,0,Prompt,Accurate,4
FLV036827,TRD036827,61,83,22,Late,Accurate,3
FLV036828,TRD036828,24,18,0,Prompt,Incorrect,4
FLV036829,TRD036829,35,62,27,Late,Accurate,3
FLV036830,TRD036830,39,32,0,Prompt,Accurate,5
FLV036831,TRD036831,27,57,30,Late,Accurate,2
FLV036832,TRD036832,53,75,22,Late,Accurate,3
FLV036833,TRD036833,42,47,5,Late,Accurate,2
FLV036834,TRD036834,46,66,20,Late,Accurate,2
FLV036835,TRD036835,36,67,31,Late,Accurate,3
FLV036836,TRD036836,36,30,0,Prompt,Accurate,4
FLV036837,TRD036837,33,50,17,Late,Accurate,1
FLV036838,TRD036838,44,48,4,Late,Accurate,2
FLV036839,TRD036839,23,26,3,Late,Accurate,3
FLV036840,TRD036840,52,49,0,Prompt,Accurate,3
FLV036841,TRD036841,28,27,0,Prompt,Accurate,4
FLV036842,TRD036842,81,77,0,Prompt,Accurate,4
FLV036843,TRD036843,43,36,0,Prompt,Accurate,2
FLV036844,TRD036844,58,49,0,Prompt,Accurate,3
FLV036845,TRD036845,56,43,0,Prompt,Accurate,3
FLV036846,TRD036846,47,54,7,Late,Accurate,1
FLV036847,TRD036847,36,34,0,Prompt,Accurate,5
FLV036848,TRD036848,54,49,0,Prompt,Accurate,3
FLV036849,TRD036849,58,50,0,Prompt,Incomplete,2
FLV036850,TRD036850,56,61,5,Late,Incomplete,3
FLV036851,TRD036851,64,66,2,Late,Accurate,5
FLV036852,TRD036852,28,27,0,Prompt,Accurate,5
FLV036853,TRD036853,39,35,0,Prompt,Accurate,5
FLV036854,TRD036854,52,57,5,Late,Accurate,5
FLV036855,TRD036855,57,60,3,Late,Accurate,5
FLV036856,TRD036856,62,61,0,Prompt,Accurate,5
FLV036857,TRD036857,29,28,0,Prompt,Accurate,5
FLV036858,TRD036858,60,62,2,Late,Accurate,4
FLV036859,TRD036859,59,51,0,Prompt,Accurate,5
FLV036860,TRD036860,35,57,22,Late,Accurate,1
FLV036861,TRD036861,43,44,1,Late,Accurate,5
FLV036862,TRD036862,25,68,43,Late,Accurate,3
FLV036863,TRD036863,59,58,0,Prompt,Accurate,4
FLV036864,TRD036864,35,34,0,Prompt,Accurate,5
FLV036865,TRD036865,39,36,0,Prompt,Incomplete,5
FLV036866,TRD036866,46,41,0,Prompt,Accurate,4
FLV036867,TRD036867,26,20,0,Prompt,Incomplete,5
FLV036868,TRD036868,81,110,29,Late,Accurate,3
FLV036869,TRD036869,54,73,19,Late,Accurate,4
FLV036870,TRD036870,31,22,0,Prompt,Accurate,5
FLV036871,TRD036871,53,74,21,Late,Accurate,3
FLV036872,TRD036872,15,13,0,Prompt,Accurate,4
FLV036873,TRD036873,22,31,9,Late,Accurate,3
FLV036874,TRD036874,37,34,0,Prompt,Accurate,5
FLV036875,TRD036875,60,56,0,Prompt,Accurate,4
FLV036876,TRD036876,49,52,3,Late,Accurate,2
FLV036877,TRD036877,32,43,11,Late,Accurate,3
FLV036878,TRD036878,34,30,0,Prompt,Accurate,5
FLV036879,TRD036879,58,47,0,Prompt,Accurate,5
FLV036880,TRD036880,84,88,4,Late,Accurate,5
FLV036881,TRD036881,35,23,0,Prompt,Accurate,5
FLV036882,TRD036882,59,59,0,Prompt,Accurate,4
FLV036883,TRD036883,37,53,16,Late,Accurate,4
FLV036884,TRD036884,38,31,0,Prompt,Accurate,3
FLV036885,TRD036885,79,84,5,Late,Accurate,4
FLV036886,TRD036886,18,50,32,Late,Accurate,4
FLV036887,TRD036887,42,33,0,Prompt,Accurate,4
FLV036888,TRD036888,60,58,0,Prompt,Accurate,5
FLV036889,TRD036889,61,89,28,Late,Accurate,2
FLV036890,TRD036890,27,28,1,Late,Accurate,4
FLV036891,TRD036891,49,56,7,Late,Accurate,5
FLV036892,TRD036892,15,14,0,Prompt,Accurate,5
FLV036893,TRD036893,30,34,4,Late,Accurate,3
FLV036894,TRD036894,37,60,23,Late,Incomplete,3
FLV036895,TRD036895,18,24,6,Late,Accurate,5
FLV036896,TRD036896,38,37,0,Prompt,Accurate,4
FLV036897,TRD036897,48,49,1,Late,Accurate,5
FLV036898,TRD036898,43,47,4,Late,Accurate,4
FLV036899,TRD036899,30,25,0,Prompt,Accurate,5
FLV036900,TRD036900,36,35,0,Prompt,Accurate,5
FLV036901,TRD036901,32,26,0,Prompt,Incomplete,4
FLV036902,TRD036902,36,29,0,Prompt,Accurate,5
FLV036903,TRD036903,31,33,2,Late,Accurate,5
FLV036904,TRD036904,87,107,20,Late,Accurate,3
FLV036905,TRD036905,33,28,0,Prompt,Accurate,5
FLV036906,TRD036906,46,41,0,Prompt,Accurate,5
FLV036907,TRD036907,64,78,14,Late,Accurate,4
FLV036908,TRD036908,42,41,0,Prompt,Accurate,5
FLV036909,TRD036909,20,28,8,Late,Accurate,5
FLV036910,TRD036910,44,39,0,Prompt,Accurate,5
FLV036911,TRD036911,47,45,0,Prompt,Accurate,5
FLV036912,TRD036912,18,19,1,Late,Accurate,4
FLV036913,TRD036913,50,54,4,Late,Accurate,2
FLV036914,TRD036914,41,37,0,Prompt,Accurate,3
FLV036915,TRD036915,38,33,0,Prompt,Accurate,4
FLV036916,TRD036916,69,61,0,Prompt,Accurate,4
FLV036917,TRD036917,83,85,2,Late,Accurate,3
FLV036918,TRD036918,66,65,0,Prompt,Accurate,4
FLV036919,TRD036919,31,28,0,Prompt,Accurate,3
FLV036920,TRD036920,39,38,0,Prompt,Accurate,4
FLV036921,TRD036921,35,34,0,Prompt,Accurate,5
FLV036922,TRD036922,44,49,5,Late,Accurate,4
FLV036923,TRD036923,37,44,7,Late,Accurate,4
FLV036924,TRD036924,38,43,5,Late,Accurate,2
FLV036925,TRD036925,24,21,0,Prompt,Accurate,5
FLV036926,TRD036926,46,48,2,Late,Accurate,4
FLV036927,TRD036927,49,41,0,Prompt,Accurate,5
FLV036928,TRD036928,47,61,14,Late,Accurate,3
FLV036929,TRD036929,33,57,24,Late,Incomplete,4
FLV036930,TRD036930,55,50,0,Prompt,Accurate,5
FLV036931,TRD036931,34,56,22,Late,Accurate,4
FLV036932,TRD036932,38,36,0,Prompt,Accurate,5
FLV036933,TRD036933,84,75,0,Prompt,Accurate,4
FLV036934,TRD036934,60,54,0,Prompt,Incomplete,5
FLV036935,TRD036935,58,53,0,Prompt,Accurate,5
FLV036936,TRD036936,61,50,0,Prompt,Accurate,4
FLV036937,TRD036937,43,39,0,Prompt,Accurate,5
FLV036938,TRD036938,52,45,0,Prompt,Accurate,5
FLV036939,TRD036939,36,34,0,Prompt,Accurate,5
FLV036940,TRD036940,49,43,0,Prompt,Accurate,4
FLV036941,TRD036941,57,57,0,Prompt,Accurate,2
FLV036942,TRD036942,36,45,9,Late,Accurate,4
FLV036943,TRD036943,75,74,0,Prompt,Accurate,4
FLV036944,TRD036944,43,33,0,Prompt,Accurate,5
FLV036945,TRD036945,37,31,0,Prompt,Accurate,5
FLV036946,TRD036946,91,85,0,Prompt,Accurate,5
FLV036947,TRD036947,50,64,14,Late,Accurate,3
FLV036948,TRD036948,21,20,0,Prompt,Accurate,5
FLV036949,TRD036949,55,79,24,Late,Accurate,5
FLV036950,TRD036950,27,27,0,Prompt,Accurate,5
FLV036951,TRD036951,73,70,0,Prompt,Accurate,5
FLV036952,TRD036952,84,120,36,Late,Accurate,2
FLV036953,TRD036953,61,75,14,Late,Accurate,3
FLV036954,TRD036954,69,63,0,Prompt,Accurate,4
FLV036955,TRD036955,59,57,0,Prompt,Accurate,4
FLV036956,TRD036956,31,51,20,Late,Accurate,2
FLV036957,TRD036957,18,20,2,Late,Accurate,5
FLV036958,TRD036958,57,54,0,Prompt,Accurate,3
FLV036959,TRD036959,57,83,26,Late,Accurate,4
FLV036960,TRD036960,55,52,0,Prompt,Accurate,5
FLV036961,TRD036961,48,49,1,Late,Accurate,4
FLV036962,TRD036962,53,46,0,Prompt,Accurate,4
FLV036963,TRD036963,49,50,1,Late,Accurate,5
FLV036964,TRD036964,73,76,3,Late,Accurate,5
FLV036965,TRD036965,30,47,17,Late,Accurate,1
FLV036966,TRD036966,20,28,8,Late,Accurate,4
FLV036967,TRD036967,60,52,0,Prompt,Accurate,4
FLV036968,TRD036968,56,56,0,Prompt,Accurate,4
FLV036969,TRD036969,58,89,31,Late,Accurate,3
FLV036970,TRD036970,18,25,7,Late,Accurate,5
FLV036971,TRD036971,89,80,0,Prompt,Accurate,3
FLV036972,TRD036972,51,92,41,Late,Accurate,1
FLV036973,TRD036973,57,59,2,Late,Accurate,4
FLV036974,TRD036974,52,47,0,Prompt,Accurate,5
FLV036975,TRD036975,41,46,5,Late,Accurate,5
FLV036976,TRD036976,84,89,5,Late,Accurate,5
FLV036977,TRD036977,42,39,0,Prompt,Accurate,5
FLV036978,TRD036978,82,88,6,Late,Accurate,5
FLV036979,TRD036979,49,53,4,Late,Accurate,5
FLV036980,TRD036980,80,75,0,Prompt,Accurate,4
FLV036981,TRD036981,17,15,0,Prompt,Accurate,5
FLV036982,TRD036982,85,91,6,Late,Accurate,5
FLV036983,TRD036983,20,12,0,Prompt,Accurate,5
FLV036984,TRD036984,31,28,0,Prompt,Accurate,5
FLV036985,TRD036985,67,66,0,Prompt,Accurate,5
FLV036986,TRD036986,66,72,6,Late,Accurate,5
FLV036987,TRD036987,36,40,4,Late,Accurate,5
FLV036988,TRD036988,30,33,3,Late,Accurate,5
FLV036989,TRD036989,16,24,8,Late,Accurate,5
FLV036990,TRD036990,32,26,0,Prompt,Accurate,4
FLV036991,TRD036991,87,81,0,Prompt,Accurate,5
FLV036992,TRD036992,32,69,37,Late,Accurate,5
FLV036993,TRD036993,53,64,11,Late,Accurate,3
FLV036994,TRD036994,33,37,4,Late,Accurate,5
FLV036995,TRD036995,49,77,28,Late,Accurate,3
FLV036996,TRD036996,28,28,0,Prompt,Accurate,4
FLV036997,TRD036997,74,66,0,Prompt,Accurate,5
FLV036998,TRD036998,23,48,25,Late,Accurate,2
FLV036999,TRD036999,44,54,10,Late,Accurate,4
FLV037000,TRD037000,50,47,0,Prompt,Accurate,4
FLV037001,TRD037001,46,48,2,Late,Accurate,4
FLV037002,TRD037002,48,47,0,Prompt,Accurate,4
FLV037003,TRD037003,49,50,1,Late,Accurate,4
FLV037004,TRD037004,57,78,21,Late,Accurate,3
FLV037005,TRD037005,20,14,0,Prompt,Accurate,4
FLV037006,TRD037006,22,28,6,Late,Accurate,5
FLV037007,TRD037007,55,75,20,Late,Accurate,2
FLV037008,TRD037008,52,51,0,Prompt,Accurate,3
FLV037009,TRD037009,75,66,0,Prompt,Accurate,5
FLV037010,TRD037010,45,57,12,Late,Accurate,3
FLV037011,TRD037011,41,39,0,Prompt,Accurate,5
FLV037012,TRD037012,54,55,1,Late,Accurate,3
FLV037013,TRD037013,76,80,4,Late,Accurate,4
FLV037014,TRD037014,34,38,4,Late,Accurate,4
FLV037015,TRD037015,58,76,18,Late,Accurate,4
FLV037016,TRD037016,38,32,0,Prompt,Accurate,5
FLV037017,TRD037017,62,58,0,Prompt,Accurate,3
FLV037018,TRD037018,36,31,0,Prompt,Accurate,5
FLV037019,TRD037019,53,45,0,Prompt,Accurate,3
FLV037020,TRD037020,79,76,0,Prompt,Accurate,3
FLV037021,TRD037021,34,30,0,Prompt,Accurate,3
FLV037022,TRD037022,20,13,0,Prompt,Accurate,5
FLV037023,TRD037023,37,35,0,Prompt,Accurate,4
FLV037024,TRD037024,37,67,30,Late,Accurate,3
FLV037025,TRD037025,34,65,31,Late,Accurate,3
FLV037026,TRD037026,26,36,10,Late,Accurate,3
FLV037027,TRD037027,78,65,0,Prompt,Accurate,5
FLV037028,TRD037028,31,42,11,Late,Accurate,1
FLV037029,TRD037029,75,67,0,Prompt,Accurate,3
FLV037030,TRD037030,38,39,1,Late,Accurate,4
FLV037031,TRD037031,42,71,29,Late,Accurate,3
FLV037032,TRD037032,57,80,23,Late,Accurate,3
FLV037033,TRD037033,31,31,0,Prompt,Accurate,4
FLV037034,TRD037034,50,40,0,Prompt,Accurate,5
FLV037035,TRD037035,52,58,6,Late,Accurate,4
FLV037036,TRD037036,34,29,0,Prompt,Accurate,3
FLV037037,TRD037037,15,11,0,Prompt,Accurate,5
FLV037038,TRD037038,58,46,0,Prompt,Accurate,5
FLV037039,TRD037039,66,58,0,Prompt,Accurate,5
FLV037040,TRD037040,56,58,2,Late,Accurate,5
FLV037041,TRD037041,41,32,0,Prompt,Accurate,5
FLV037042,TRD037042,36,74,38,Late,Accurate,4
FLV037043,TRD037043,49,49,0,Prompt,Incomplete,5
FLV037044,TRD037044,90,100,10,Late,Incomplete,3
FLV037045,TRD037045,44,36,0,Prompt,Accurate,5
FLV037046,TRD037046,57,53,0,Prompt,Accurate,4
FLV037047,TRD037047,35,30,0,Prompt,Accurate,5
FLV037048,TRD037048,46,46,0,Prompt,Incorrect,5
FLV037049,TRD037049,68,62,0,Prompt,Accurate,5
FLV037050,TRD037050,15,16,1,Late,Accurate,5
FLV037051,TRD037051,52,40,0,Prompt,Accurate,5
FLV037052,TRD037052,38,36,0,Prompt,Accurate,5
FLV037053,TRD037053,49,39,0,Prompt,Accurate,5
FLV037054,TRD037054,21,16,0,Prompt,Incorrect,5
FLV037055,TRD037055,64,75,11,Late,Accurate,3
FLV037056,TRD037056,61,66,5,Late,Incomplete,5
FLV037057,TRD037057,21,23,2,Late,Accurate,5
FLV037058,TRD037058,35,32,0,Prompt,Accurate,5
FLV037059,TRD037059,58,61,3,Late,Accurate,5
FLV037060,TRD037060,15,14,0,Prompt,Accurate,5
FLV037061,TRD037061,41,44,3,Late,Accurate,5
FLV037062,TRD037062,29,26,0,Prompt,Accurate,5
FLV037063,TRD037063,59,53,0,Prompt,Accurate,5
FLV037064,TRD037064,67,82,15,Late,Accurate,2
FLV037065,TRD037065,48,39,0,Prompt,Accurate,5
FLV037066,TRD037066,53,45,0,Prompt,Accurate,5
FLV037067,TRD037067,34,57,23,Late,Accurate,2
FLV037068,TRD037068,59,53,0,Prompt,Accurate,3
FLV037069,TRD037069,51,53,2,Late,Accurate,2
FLV037070,TRD037070,37,39,2,Late,Accurate,2
FLV037071,TRD037071,51,42,0,Prompt,Accurate,3
FLV037072,TRD037072,58,65,7,Late,Accurate,3
FLV037073,TRD037073,26,23,0,Prompt,Accurate,4
FLV037074,TRD037074,51,50,0,Prompt,Accurate,4
FLV037075,TRD037075,37,31,0,Prompt,Accurate,2
FLV037076,TRD037076,43,39,0,Prompt,Accurate,4
FLV037077,TRD037077,33,79,46,Late,Accurate,2
FLV037078,TRD037078,32,28,0,Prompt,Accurate,3
FLV037079,TRD037079,45,44,0,Prompt,Accurate,4
FLV037080,TRD037080,78,78,0,Prompt,Accurate,1
FLV037081,TRD037081,43,40,0,Prompt,Accurate,4
FLV037082,TRD037082,83,85,2,Late,Accurate,3
FLV037083,TRD037083,46,37,0,Prompt,Accurate,2
FLV037084,TRD037084,40,38,0,Prompt,Accurate,4
FLV037085,TRD037085,36,37,1,Late,Accurate,3
FLV037086,TRD037086,61,70,9,Late,Accurate,1
FLV037087,TRD037087,67,67,0,Prompt,Accurate,4
FLV037088,TRD037088,39,44,5,Late,Accurate,1
FLV037089,TRD037089,49,49,0,Prompt,Accurate,5
FLV037090,TRD037090,55,48,0,Prompt,Incomplete,3
FLV037091,TRD037091,29,27,0,Prompt,Accurate,4
FLV037092,TRD037092,50,41,0,Prompt,Incomplete,3
FLV037093,TRD037093,47,37,0,Prompt,Accurate,3
FLV037094,TRD037094,58,61,3,Late,Incomplete,3
FLV037095,TRD037095,22,24,2,Late,Accurate,2
FLV037096,TRD037096,53,40,0,Prompt,Accurate,3
FLV037097,TRD037097,81,96,15,Late,Accurate,1
FLV037098,TRD037098,63,59,0,Prompt,Accurate,4
FLV037099,TRD037099,38,28,0,Prompt,Accurate,4
FLV037100,TRD037100,95,112,17,Late,Accurate,3
FLV037101,TRD037101,42,56,14,Late,Accurate,3
FLV037102,TRD037102,58,59,1,Late,Accurate,5
FLV037103,TRD037103,57,53,0,Prompt,Accurate,4
FLV037104,TRD037104,83,82,0,Prompt,Accurate,5
FLV037105,TRD037105,59,65,6,Late,Accurate,5
FLV037106,TRD037106,16,55,39,Late,Accurate,3
FLV037107,TRD037107,80,100,20,Late,Accurate,2
FLV037108,TRD037108,94,87,0,Prompt,Accurate,5
FLV037109,TRD037109,50,51,1,Late,Accurate,5
FLV037110,TRD037110,46,36,0,Prompt,Accurate,5
FLV037111,TRD037111,29,54,25,Late,Accurate,1
FLV037112,TRD037112,47,48,1,Late,Accurate,5
FLV037113,TRD037113,26,22,0,Prompt,Accurate,5
FLV037114,TRD037114,53,45,0,Prompt,Accurate,5
FLV037115,TRD037115,50,45,0,Prompt,Accurate,5
FLV037116,TRD037116,42,50,8,Late,Accurate,3
FLV037117,TRD037117,32,34,2,Late,Accurate,5
FLV037118,TRD037118,56,62,6,Late,Accurate,5
FLV037119,TRD037119,59,57,0,Prompt,Accurate,5
FLV037120,TRD037120,38,38,0,Prompt,Accurate,5
FLV037121,TRD037121,52,48,0,Prompt,Accurate,4
FLV037122,TRD037122,58,72,14,Late,Accurate,3
FLV037123,TRD037123,58,98,40,Late,Accurate,3
FLV037124,TRD037124,37,35,0,Prompt,Incomplete,4
FLV037125,TRD037125,48,38,0,Prompt,Accurate,5
FLV037126,TRD037126,17,16,0,Prompt,Accurate,4
FLV037127,TRD037127,83,72,0,Prompt,Incomplete,5
FLV037128,TRD037128,57,59,2,Late,Accurate,4
