delivery_id,order_id,promised_time_min,actual_time_min,delay_minutes,delivery_status,order_accuracy,customer_rating
DLV046450,ORD046450,52,51,0,On-Time,Correct,4
DLV046451,ORD046451,24,20,0,On-Time,Correct,2
DLV046452,ORD046452,37,49,12,Delayed,Partial,1
DLV046453,ORD046453,51,50,0,On-Time,Correct,3
DLV046454,ORD046454,45,45,0,On-Time,Correct,2
DLV046455,ORD046455,46,83,37,Delayed,Partial,2
DLV046456,ORD046456,56,53,0,On-Time,Correct,3
DLV046457,ORD046457,69,68,0,On-Time,Correct,1
DLV046458,ORD046458,15,11,0,On-Time,Correct,3
DLV046459,ORD046459,31,28,0,On-Time,Correct,2
DLV046460,ORD046460,49,48,0,On-Time,Correct,4
DLV046461,ORD046461,75,92,17,Delayed,Correct,3
DLV046462,ORD046462,68,65,0,On-Time,Correct,5
DLV046463,ORD046463,47,42,0,On-Time,Wrong,4
DLV046464,ORD046464,49,47,0,On-Time,Correct,4
DLV046465,ORD046465,50,48,0,On-Time,Correct,5
DLV046466,ORD046466,19,15,0,On-Time,Correct,5
DLV046467,ORD046467,52,48,0,On-Time,Correct,4
DLV046468,ORD046468,41,40,0,On-Time,Correct,4
DLV046469,ORD046469,44,58,14,Delayed,Correct,3
DLV046470,ORD046470,60,59,0,On-Time,Correct,5
DLV046471,ORD046471,33,33,0,On-Time,Correct,5
DLV046472,ORD046472,68,67,0,On-Time,Correct,4
DLV046473,ORD046473,49,46,0,On-Time,Correct,5
DLV046474,ORD046474,36,34,0,On-Time,Correct,5
DLV046475,ORD046475,49,46,0,On-Time,Correct,4
DLV046476,ORD046476,74,72,0,On-Time,Correct,5
DLV046477,ORD046477,55,50,0,On-Time,Correct,4
DLV046478,ORD046478,55,50,0,On-Time,Correct,5
DLV046479,ORD046479,40,36,0,On-Time,Correct,4
DLV046480,ORD046480,48,45,0,On-Time,Correct,5
DLV046481,ORD046481,50,47,0,On-Time,Correct,5
DLV046482,ORD046482,69,69,0,On-Time,Correct,5
DLV046483,ORD046483,25,23,0,On-Time,Correct,5
DLV046484,ORD046484,49,47,0,On-Time,Wrong,5
DLV046485,ORD046485,39,57,18,Delayed,Correct,3
DLV046486,ORD046486,40,39,0,On-Time,Correct,5
DLV046487,ORD046487,21,36,15,Delayed,Correct,2
DLV046488,ORD046488,34,29,0,On-Time,Correct,4
DLV046489,ORD046489,49,49,0,On-Time,Correct,4
DLV046490,ORD046490,47,43,0,On-Time,Correct,4
DLV046491,ORD046491,35,32,0,On-Time,Correct,5
DLV046492,ORD046492,79,77,0,On-Time,Correct,5
DLV046493,ORD046493,50,48,0,On-Time,Correct,5
DLV046494,ORD046494,47,42,0,On-Time,Correct,5
DLV046495,ORD046495,51,48,0,On-Time,Correct,4
DLV046496,ORD046496,46,61,15,Delayed,Correct,4
DLV046497,ORD046497,39,34,0,On-Time,Correct,5
DLV046498,ORD046498,25,25,0,On-Time,Correct,5
DLV046499,ORD046499,59,81,22,Delayed,Partial,2
DLV046500,ORD046500,40,39,0,On-Time,Correct,5
DLV046501,ORD046501,53,52,0,On-Time,Partial,5
DLV046502,ORD046502,46,45,0,On-Time,Correct,5
DLV046503,ORD046503,42,38,0,On-Time,Correct,5
DLV046504,ORD046504,46,45,0,On-Time,Correct,5
DLV046505,ORD046505,41,56,15,Delayed,Correct,5
DLV046506,ORD046506,64,62,0,On-Time,Correct,5
DLV046507,ORD046507,54,54,0,On-Time,Correct,5
DLV046508,ORD046508,65,89,24,Delayed,Correct,4
DLV046509,ORD046509,35,66,31,Delayed,Correct,4
DLV046510,ORD046510,20,15,0,On-Time,Correct,5
DLV046511,ORD046511,52,104,52,Delayed,Correct,4
DLV046512,ORD046512,79,76,0,On-Time,Correct,5
DLV046513,ORD046513,22,22,0,On-Time,Correct,5
DLV046514,ORD046514,26,24,0,On-Time,Correct,5
DLV046515,ORD046515,21,19,0,On-Time,Correct,5
DLV046516,ORD046516,54,51,0,On-Time,Correct,5
DLV046517,ORD046517,49,44,0,On-Time,Correct,5
DLV046518,ORD046518,23,35,12,Delayed,Correct,5
DLV046519,ORD046519,36,32,0,On-Time,Correct,5
DLV046520,ORD046520,21,19,0,On-Time,Correct,5
DLV046521,ORD046521,30,29,0,On-Time,Correct,5
DLV046522,ORD046522,35,31,0,On-Time,Correct,5
DLV046523,ORD046523,53,51,0,On-Time,Correct,5
DLV046524,ORD046524,30,28,0,On-Time,Correct,4
DLV046525,ORD046525,48,68,20,Delayed,Correct,2
DLV046526,ORD046526,54,52,0,On-Time,Correct,5
DLV046527,ORD046527,33,31,0,On-Time,Correct,4
DLV046528,ORD046528,54,51,0,On-Time,Correct,4
DLV046529,ORD046529,34,30,0,On-Time,Correct,4
DLV046530,ORD046530,18,43,25,Delayed,Correct,2
DLV046531,ORD046531,18,15,0,On-Time,Correct,3
DLV046532,ORD046532,16,13,0,On-Time,Correct,5
DLV046533,ORD046533,20,16,0,On-Time,Correct,5
DLV046534,ORD046534,46,45,0,On-Time,Correct,4
DLV046535,ORD046535,52,50,0,On-Time,Wrong,4
DLV046536,ORD046536,48,48,0,On-Time,Correct,4
DLV046537,ORD046537,46,44,0,On-Time,Wrong,4
DLV046538,ORD046538,41,36,0,On-Time,Correct,3
DLV046539,ORD046539,37,34,0,On-Time,Correct,4
DLV046540,ORD046540,31,46,15,Delayed,Correct,2
DLV046541,ORD046541,39,52,13,Delayed,Correct,2
DLV046542,ORD046542,55,54,0,On-Time,Correct,5
DLV046543,ORD046543,42,77,35,Delayed,Partial,2
DLV046544,ORD046544,42,40,0,On-Time,Correct,4
DLV046545,ORD046545,61,57,0,On-Time,Correct,5
DLV046546,ORD046546,52,49,0,On-Time,Correct,5
DLV046547,ORD046547,27,24,0,On-Time,Correct,5
DLV046548,ORD046548,19,17,0,On-Time,Correct,4
DLV046549,ORD046549,54,51,0,On-Time,Correct,4
DLV046550,ORD046550,20,40,20,Delayed,Correct,3
DLV046551,ORD046551,67,63,0,On-Time,Correct,5
DLV046552,ORD046552,52,50,0,On-Time,Partial,4
DLV046553,ORD046553,47,47,0,On-Time,Correct,4
DLV046554,ORD046554,50,49,0,On-Time,Correct,5
DLV046555,ORD046555,26,36,10,Delayed,Correct,3
DLV046556,ORD046556,78,75,0,On-Time,Correct,5
DLV046557,ORD046557,61,58,0,On-Time,Partial,5
DLV046558,ORD046558,50,48,0,On-Time,Correct,5
DLV046559,ORD046559,49,48,0,On-Time,Correct,5
DLV046560,ORD046560,56,54,0,On-Time,Correct,5
DLV046561,ORD046561,33,32,0,On-Time,Correct,5
DLV046562,ORD046562,44,41,0,On-Time,Correct,5
DLV046563,ORD046563,53,49,0,On-Time,Correct,5
DLV046564,ORD046564,20,26,6,Delayed,Correct,3
DLV046565,ORD046565,47,45,0,On-Time,Correct,5
DLV046566,ORD046566,53,59,6,Delayed,Correct,4
DLV046567,ORD046567,17,36,19,Delayed,Correct,3
DLV046568,ORD046568,52,48,0,On-Time,Correct,5
DLV046569,ORD046569,60,95,35,Delayed,Correct,4
DLV046570,ORD046570,31,27,0,On-Time,Partial,5
DLV046571,ORD046571,18,16,0,On-Time,Correct,4
DLV046572,ORD046572,41,36,0,On-Time,Correct,4
DLV046573,ORD046573,40,36,0,On-Time,Correct,5
DLV046574,ORD046574,30,27,0,On-Time,Partial,5
DLV046575,ORD046575,60,60,0,On-Time,Correct,5
DLV046576,ORD046576,56,54,0,On-Time,Correct,4
DLV046577,ORD046577,52,49,0,On-Time,Correct,5
DLV046578,ORD046578,32,49,17,Delayed,Correct,2
DLV046579,ORD046579,42,39,0,On-Time,Correct,5
DLV046580,ORD046580,30,41,11,Delayed,Correct,3
DLV046581,ORD046581,50,48,0,On-Time,Correct,5
DLV046582,ORD046582,39,35,0,On-Time,Correct,4
DLV046583,ORD046583,18,18,0,On-Time,Correct,5
DLV046584,ORD046584,32,30,0,On-Time,Correct,5
DLV046585,ORD046585,36,31,0,On-Time,Correct,5
DLV046586,ORD046586,42,39,0,On-Time,Partial,4
DLV046587,ORD046587,51,47,0,On-Time,Correct,4
DLV046588,ORD046588,33,32,0,On-Time,Correct,4
DLV046589,ORD046589,86,84,0,On-Time,Correct,4
DLV046590,ORD046590,55,54,0,On-Time,Correct,3
DLV046591,ORD046591,53,49,0,On-Time,Correct,4
DLV046592,ORD046592,37,44,7,Delayed,Correct,2
DLV046593,ORD046593,62,59,0,On-Time,Correct,3
DLV046594,ORD046594,31,27,0,On-Time,Correct,3
DLV046595,ORD046595,44,43,0,On-Time,Correct,3
DLV046596,ORD046596,43,86,43,Delayed,Correct,3
DLV046597,ORD046597,71,68,0,On-Time,Correct,4
DLV046598,ORD046598,31,26,0,On-Time,Correct,5
DLV046599,ORD046599,21,19,0,On-Time,Correct,4
DLV046600,ORD046600,54,50,0,On-Time,Correct,4
DLV046601,ORD046601,59,58,0,On-Time,Correct,3
DLV046602,ORD046602,33,28,0,On-Time,Partial,4
DLV046603,ORD046603,53,52,0,On-Time,Correct,4
DLV046604,ORD046604,56,70,14,Delayed,Correct,3
DLV046605,ORD046605,30,54,24,Delayed,Correct,3
DLV046606,ORD046606,48,46,0,On-Time,Correct,3
DLV046607,ORD046607,36,36,0,On-Time,Correct,4
DLV046608,ORD046608,49,45,0,On-Time,Correct,4
DLV046609,ORD046609,46,46,0,On-Time,Partial,5
DLV046610,ORD046610,50,48,0,On-Time,Correct,5
DLV046611,ORD046611,37,33,0,On-Time,Correct,5
DLV046612,ORD046612,53,48,0,On-Time,Correct,4
DLV046613,ORD046613,58,78,20,Delayed,Correct,4
DLV046614,ORD046614,59,57,0,On-Time,Correct,4
DLV046615,ORD046615,75,72,0,On-Time,Partial,5
DLV046616,ORD046616,45,41,0,On-Time,Correct,5
DLV046617,ORD046617,88,106,18,Delayed,Correct,3
DLV046618,ORD046618,59,59,0,On-Time,Wrong,5
DLV046619,ORD046619,54,52,0,On-Time,Correct,5
DLV046620,ORD046620,45,44,0,On-Time,Correct,3
DLV046621,ORD046621,50,45,0,On-Time,Correct,3
DLV046622,ORD046622,30,42,12,Delayed,Correct,2
DLV046623,ORD046623,60,55,0,On-Time,Correct,4
DLV046624,ORD046624,30,25,0,On-Time,Correct,3
DLV046625,ORD046625,47,45,0,On-Time,Correct,3
DLV046626,ORD046626,43,43,0,On-Time,Correct,4
DLV046627,ORD046627,45,40,0,On-Time,Correct,4
DLV046628,ORD046628,46,44,0,On-Time,Correct,3
DLV046629,ORD046629,30,29,0,On-Time,Correct,4
DLV046630,ORD046630,61,95,34,Delayed,Correct,3
DLV046631,ORD046631,23,23,0,On-Time,Partial,4
DLV046632,ORD046632,44,43,0,On-Time,Correct,3
DLV046633,ORD046633,27,51,24,Delayed,Partial,2
DLV046634,ORD046634,43,69,26,Delayed,Correct,2
DLV046635,ORD046635,54,50,0,On-Time,Correct,3
DLV046636,ORD046636,69,65,0,On-Time,Correct,4
DLV046637,ORD046637,69,65,0,On-Time,Correct,3
DLV046638,ORD046638,49,58,9,Delayed,Correct,2
DLV046639,ORD046639,55,75,20,Delayed,Correct,2
DLV046640,ORD046640,36,33,0,On-Time,Correct,4
DLV046641,ORD046641,28,27,0,On-Time,Correct,4
DLV046642,ORD046642,64,62,0,On-Time,Correct,3
DLV046643,ORD046643,18,13,0,On-Time,Correct,4
DLV046644,ORD046644,55,62,7,Delayed,Correct,2
DLV046645,ORD046645,38,47,9,Delayed,Correct,1
DLV046646,ORD046646,34,43,9,Delayed,Correct,2
DLV046647,ORD046647,49,46,0,On-Time,Correct,3
DLV046648,ORD046648,45,78,33,Delayed,Correct,2
DLV046649,ORD046649,38,51,13,Delayed,Correct,2
DLV046650,ORD046650,34,41,7,Delayed,Correct,4
DLV046651,ORD046651,51,50,0,On-Time,Correct,5
DLV046652,ORD046652,60,68,8,Delayed,Correct,4
DLV046653,ORD046653,72,67,0,On-Time,Correct,5
DLV046654,ORD046654,30,25,0,On-Time,Correct,5
DLV046655,ORD046655,55,52,0,On-Time,Correct,5
DLV046656,ORD046656,23,23,0,On-Time,Correct,5
DLV046657,ORD046657,60,74,14,Delayed,Correct,5
DLV046658,ORD046658,21,16,0,On-Time,Correct,5
DLV046659,ORD046659,18,14,0,On-Time,Correct,5
DLV046660,ORD046660,79,79,0,On-Time,Correct,5
DLV046661,ORD046661,43,61,18,Delayed,Correct,5
DLV046662,ORD046662,53,51,0,On-Time,Correct,5
DLV046663,ORD046663,43,65,22,Delayed,Correct,5
DLV046664,ORD046664,28,25,0,On-Time,Correct,5
DLV046665,ORD046665,46,44,0,On-Time,Correct,5
DLV046666,ORD046666,28,24,0,On-Time,Correct,5
DLV046667,ORD046667,40,36,0,On-Time,Correct,5
DLV046668,ORD046668,38,67,29,Delayed,Correct,3
DLV046669,ORD046669,31,28,0,On-Time,Correct,5
DLV046670,ORD046670,27,24,0,On-Time,Correct,5
DLV046671,ORD046671,31,31,0,On-Time,Correct,5
DLV046672,ORD046672,38,35,0,On-Time,Correct,5
DLV046673,ORD046673,58,53,0,On-Time,Correct,5
DLV046674,ORD046674,49,47,0,On-Time,Correct,5
DLV046675,ORD046675,51,67,16,Delayed,Correct,5
DLV046676,ORD046676,68,98,30,Delayed,Correct,5
DLV046677,ORD046677,52,49,0,On-Time,Correct,5
DLV046678,ORD046678,87,87,0,On-Time,Correct,5
DLV046679,ORD046679,47,44,0,On-Time,Correct,5
DLV046680,ORD046680,52,103,51,Delayed,Correct,2
DLV046681,ORD046681,24,22,0,On-Time,Correct,4
DLV046682,ORD046682,34,31,0,On-Time,Correct,3
DLV046683,ORD046683,45,42,0,On-Time,Correct,5
DLV046684,ORD046684,52,52,0,On-Time,Partial,3
DLV046685,ORD046685,50,47,0,On-Time,Partial,4
DLV046686,ORD046686,40,36,0,On-Time,Partial,4
DLV046687,ORD046687,47,45,0,On-Time,Correct,4
DLV046688,ORD046688,36,36,0,On-Time,Correct,4
DLV046689,ORD046689,34,34,0,On-Time,Correct,4
DLV046690,ORD046690,82,82,0,On-Time,Correct,4
DLV046691,ORD046691,83,115,32,Delayed,Correct,2
DLV046692,ORD046692,77,73,0,On-Time,Correct,4
DLV046693,ORD046693,60,55,0,On-Time,Correct,4
DLV046694,ORD046694,39,53,14,Delayed,Correct,2
DLV046695,ORD046695,48,48,0,On-Time,Correct,4
DLV046696,ORD046696,50,47,0,On-Time,Correct,4
DLV046697,ORD046697,70,67,0,On-Time,Partial,3
DLV046698,ORD046698,54,50,0,On-Time,Correct,3
DLV046699,ORD046699,83,104,21,Delayed,Correct,2
DLV046700,ORD046700,76,74,0,On-Time,Correct,4
DLV046701,ORD046701,30,25,0,On-Time,Wrong,4
DLV046702,ORD046702,82,78,0,On-Time,Correct,4
DLV046703,ORD046703,16,14,0,On-Time,Correct,4
DLV046704,ORD046704,44,43,0,On-Time,Wrong,4
DLV046705,ORD046705,40,75,35,Delayed,Correct,3
DLV046706,ORD046706,32,31,0,On-Time,Correct,4
DLV046707,ORD046707,37,34,0,On-Time,Correct,4
DLV046708,ORD046708,59,74,15,Delayed,Correct,2
DLV046709,ORD046709,85,85,0,On-Time,Correct,4
DLV046710,ORD046710,63,59,0,On-Time,Correct,4
DLV046711,ORD046711,65,61,0,On-Time,Correct,5
DLV046712,ORD046712,55,50,0,On-Time,Correct,4
DLV046713,ORD046713,38,36,0,On-Time,Correct,5
DLV046714,ORD046714,49,45,0,On-Time,Correct,4
DLV046715,ORD046715,58,54,0,On-Time,Correct,5
DLV046716,ORD046716,36,35,0,On-Time,Correct,5
DLV046717,ORD046717,34,32,0,On-Time,Correct,5
DLV046718,ORD046718,77,75,0,On-Time,Correct,3
DLV046719,ORD046719,49,74,25,Delayed,Correct,3
DLV046720,ORD046720,33,29,0,On-Time,Correct,4
DLV046721,ORD046721,58,54,0,On-Time,Correct,4
DLV046722,ORD046722,35,52,17,Delayed,Correct,3
DLV046723,ORD046723,55,50,0,On-Time,Correct,4
DLV046724,ORD046724,42,42,0,On-Time,Partial,4
DLV046725,ORD046725,40,40,0,On-Time,Correct,4
DLV046726,ORD046726,31,26,0,On-Time,Correct,5
DLV046727,ORD046727,53,48,0,On-Time,Wrong,3
DLV046728,ORD046728,40,61,21,Delayed,Correct,3
DLV046729,ORD046729,18,39,21,Delayed,Correct,3
DLV046730,ORD046730,34,30,0,On-Time,Correct,4
DLV046731,ORD046731,39,34,0,On-Time,Correct,3
DLV046732,ORD046732,33,50,17,Delayed,Correct,2
DLV046733,ORD046733,21,18,0,On-Time,Correct,3
DLV046734,ORD046734,30,30,0,On-Time,Correct,4
DLV046735,ORD046735,58,54,0,On-Time,Correct,4
DLV046736,ORD046736,47,47,0,On-Time,Correct,5
DLV046737,ORD046737,30,27,0,On-Time,Correct,5
DLV046738,ORD046738,78,75,0,On-Time,Correct,4
DLV046739,ORD046739,54,68,14,Delayed,Correct,2
DLV046740,ORD046740,51,48,0,On-Time,Partial,4
DLV046741,ORD046741,60,57,0,On-Time,Correct,5
DLV046742,ORD046742,47,46,0,On-Time,Partial,4
DLV046743,ORD046743,42,58,16,Delayed,Correct,3
DLV046744,ORD046744,23,23,0,On-Time,Correct,5
DLV046745,ORD046745,47,47,0,On-Time,Correct,5
DLV046746,ORD046746,19,39,20,Delayed,Partial,5
DLV046747,ORD046747,48,48,0,On-Time,Partial,5
DLV046748,ORD046748,60,56,0,On-Time,Correct,5
DLV046749,ORD046749,44,61,17,Delayed,Correct,4
DLV046750,ORD046750,85,82,0,On-Time,Correct,5
DLV046751,ORD046751,33,30,0,On-Time,Partial,5
DLV046752,ORD046752,74,98,24,Delayed,Correct,3
DLV046753,ORD046753,36,35,0,On-Time,Correct,4
DLV046754,ORD046754,46,41,0,On-Time,Wrong,5
DLV046755,ORD046755,37,55,18,Delayed,Correct,3
DLV046756,ORD046756,90,88,0,On-Time,Correct,5
DLV046757,ORD046757,55,50,0,On-Time,Correct,5
DLV046758,ORD046758,17,13,0,On-Time,Partial,5
DLV046759,ORD046759,36,36,0,On-Time,Correct,5
DLV046760,ORD046760,46,42,0,On-Time,Correct,4
DLV046761,ORD046761,84,83,0,On-Time,Correct,4
DLV046762,ORD046762,90,88,0,On-Time,Correct,5
DLV046763,ORD046763,59,55,0,On-Time,Correct,5
DLV046764,ORD046764,39,51,12,Delayed,Correct,3
DLV046765,ORD046765,80,80,0,On-Time,Partial,5
DLV046766,ORD046766,30,28,0,On-Time,Correct,5
DLV046767,ORD046767,55,51,0,On-Time,Correct,5
DLV046768,ORD046768,47,76,29,Delayed,Correct,4
DLV046769,ORD046769,47,45,0,On-Time,Correct,5
DLV046770,ORD046770,56,54,0,On-Time,Correct,4
DLV046771,ORD046771,35,30,0,On-Time,Correct,5
DLV046772,ORD046772,50,45,0,On-Time,Correct,5
DLV046773,ORD046773,48,87,39,Delayed,Correct,4
DLV046774,ORD046774,49,45,0,On-Time,Correct,5
DLV046775,ORD046775,45,44,0,On-Time,Correct,5
DLV046776,ORD046776,35,33,0,On-Time,Partial,5
DLV046777,ORD046777,73,73,0,On-Time,Correct,5
DLV046778,ORD046778,52,110,58,Delayed,Correct,4
DLV046779,ORD046779,33,67,34,Delayed,Correct,4
DLV046780,ORD046780,71,68,0,On-Time,Correct,5
DLV046781,ORD046781,47,46,0,On-Time,Correct,5
DLV046782,ORD046782,37,36,0,On-Time,Correct,5
DLV046783,ORD046783,66,62,0,On-Time,Correct,5
DLV046784,ORD046784,57,102,45,Delayed,Correct,3
DLV046785,ORD046785,36,31,0,On-Time,Correct,5
DLV046786,ORD046786,53,69,16,Delayed,Correct,3
DLV046787,ORD046787,58,54,0,On-Time,Partial,4
DLV046788,ORD046788,84,80,0,On-Time,Partial,5
DLV046789,ORD046789,61,57,0,On-Time,Correct,5
DLV046790,ORD046790,80,76,0,On-Time,Correct,5
DLV046791,ORD046791,27,27,0,On-Time,Partial,5
DLV046792,ORD046792,16,27,11,Delayed,Correct,4
DLV046793,ORD046793,34,31,0,On-Time,Correct,5
DLV046794,ORD046794,90,90,0,On-Time,Correct,5
DLV046795,ORD046795,54,52,0,On-Time,Correct,5
DLV046796,ORD046796,37,33,0,On-Time,Correct,5
DLV046797,ORD046797,47,45,0,On-Time,Correct,5
DLV046798,ORD046798,37,36,0,On-Time,Correct,4
DLV046799,ORD046799,47,47,0,On-Time,Correct,4
DLV046800,ORD046800,66,63,0,On-Time,Correct,3
DLV046801,ORD046801,34,33,0,On-Time,Correct,4
DLV046802,ORD046802,29,27,0,On-Time,Correct,4
DLV046803,ORD046803,37,35,0,On-Time,Correct,4
DLV046804,ORD046804,28,45,17,Delayed,Correct,2
DLV046805,ORD046805,37,33,0,On-Time,Correct,4
DLV046806,ORD046806,47,69,22,Delayed,Correct,3
DLV046807,ORD046807,23,22,0,On-Time,Correct,4
DLV046808,ORD046808,59,59,0,On-Time,Correct,4
DLV046809,ORD046809,35,31,0,On-Time,Correct,4
DLV046810,ORD046810,22,19,0,On-Time,Correct,4
DLV046811,ORD046811,42,56,14,Delayed,Correct,2
DLV046812,ORD046812,40,38,0,On-Time,Correct,5
DLV046813,ORD046813,35,30,0,On-Time,Correct,4
DLV046814,ORD046814,43,43,0,On-Time,Correct,4
DLV046815,ORD046815,72,67,0,On-Time,Correct,4
DLV046816,ORD046816,39,34,0,On-Time,Correct,3
DLV046817,ORD046817,60,60,0,On-Time,Correct,4
DLV046818,ORD046818,55,104,49,Delayed,Correct,3
DLV046819,ORD046819,61,57,0,On-Time,Correct,5
DLV046820,ORD046820,50,82,32,Delayed,Correct,4
DLV046821,ORD046821,34,45,11,Delayed,Correct,2
DLV046822,ORD046822,53,66,13,Delayed,Correct,2
DLV046823,ORD046823,44,41,0,On-Time,Correct,3
DLV046824,ORD046824,78,76,0,On-Time,Correct,5
DLV046825,ORD046825,45,42,0,On-Time,Correct,4
DLV046826,ORD046826,70,65,0,On-Time,Correct,5
DLV046827,ORD046827,27,24,0,On-Time,Correct,5
DLV046828,ORD046828,20,18,0,On-Time,Correct,5
DLV046829,ORD046829,76,76,0,On-Time,Correct,4
DLV046830,ORD046830,50,49,0,On-Time,Correct,4
DLV046831,ORD046831,46,59,13,Delayed,Correct,3
DLV046832,ORD046832,56,66,10,Delayed,Correct,2
DLV046833,ORD046833,38,38,0,On-Time,Correct,3
DLV046834,ORD046834,15,12,0,On-Time,Correct,5
DLV046835,ORD046835,42,39,0,On-Time,Correct,4
DLV046836,ORD046836,50,47,0,On-Time,Correct,4
DLV046837,ORD046837,81,78,0,On-Time,Correct,4
DLV046838,ORD046838,34,32,0,On-Time,Correct,4
DLV046839,ORD046839,52,47,0,On-Time,Correct,3
DLV046840,ORD046840,30,37,7,Delayed,Correct,1
DLV046841,ORD046841,37,32,0,On-Time,Correct,4
DLV046842,ORD046842,47,42,0,On-Time,Partial,5
DLV046843,ORD046843,18,13,0,On-Time,Correct,5
DLV046844,ORD046844,16,12,0,On-Time,Correct,5
DLV046845,ORD046845,42,38,0,On-Time,Correct,5
DLV046846,ORD046846,44,83,39,Delayed,Correct,3
DLV046847,ORD046847,54,61,7,Delayed,Correct,3
DLV046848,ORD046848,49,48,0,On-Time,Correct,4
DLV046849,ORD046849,76,72,0,On-Time,Correct,5
DLV046850,ORD046850,87,84,0,On-Time,Correct,4
DLV046851,ORD046851,66,66,0,On-Time,Correct,5
DLV046852,ORD046852,48,46,0,On-Time,Correct,5
DLV046853,ORD046853,24,24,0,On-Time,Correct,4
DLV046854,ORD046854,40,39,0,On-Time,Correct,5
DLV046855,ORD046855,83,83,0,On-Time,Partial,5
DLV046856,ORD046856,77,75,0,On-Time,Correct,5
DLV046857,ORD046857,51,48,0,On-Time,Correct,3
DLV046858,ORD046858,79,78,0,On-Time,Correct,5
DLV046859,ORD046859,55,52,0,On-Time,Partial,5
DLV046860,ORD046860,59,56,0,On-Time,Correct,5
DLV046861,ORD046861,41,36,0,On-Time,Correct,5
DLV046862,ORD046862,47,42,0,On-Time,Correct,5
DLV046863,ORD046863,57,57,0,On-Time,Correct,5
DLV046864,ORD046864,58,98,40,Delayed,Correct,4
DLV046865,ORD046865,57,53,0,On-Time,Correct,5
DLV046866,ORD046866,23,19,0,On-Time,Correct,5
DLV046867,ORD046867,37,34,0,On-Time,Correct,5
DLV046868,ORD046868,45,43,0,On-Time,Correct,5
DLV046869,ORD046869,41,39,0,On-Time,Correct,5
DLV046870,ORD046870,27,37,10,Delayed,Correct,4
DLV046871,ORD046871,30,27,0,On-Time,Correct,4
DLV046872,ORD046872,46,41,0,On-Time,Correct,5
DLV046873,ORD046873,30,53,23,Delayed,Wrong,3
DLV046874,ORD046874,38,35,0,On-Time,Correct,4
DLV046875,ORD046875,40,37,0,On-Time,Correct,5
DLV046876,ORD046876,72,69,0,On-Time,Correct,4
DLV046877,ORD046877,24,24,0,On-Time,Correct,4
DLV046878,ORD046878,81,80,0,On-Time,Correct,5
DLV046879,ORD046879,50,50,0,On-Time,Correct,4
DLV046880,ORD046880,42,75,33,Delayed,Correct,3
DLV046881,ORD046881,60,57,0,On-Time,Correct,5
DLV046882,ORD046882,22,42,20,Delayed,Partial,2
DLV046883,ORD046883,38,35,0,On-Time,Correct,4
DLV046884,ORD046884,39,39,0,On-Time,Correct,4
DLV046885,ORD046885,85,81,0,On-Time,Correct,4
DLV046886,ORD046886,52,73,21,Delayed,Correct,3
DLV046887,ORD046887,58,57,0,On-Time,Correct,4
DLV046888,ORD046888,35,32,0,On-Time,Correct,5
DLV046889,ORD046889,42,39,0,On-Time,Correct,2
DLV046890,ORD046890,25,22,0,On-Time,Correct,4
DLV046891,ORD046891,44,58,14,Delayed,Correct,3
DLV046892,ORD046892,54,51,0,On-Time,Partial,5
DLV046893,ORD046893,21,16,0,On-Time,Correct,5
DLV046894,ORD046894,42,38,0,On-Time,Partial,4
DLV046895,ORD046895,53,66,13,Delayed,Correct,2
DLV046896,ORD046896,56,81,25,Delayed,Correct,2
DLV046897,ORD046897,80,77,0,On-Time,Correct,5
DLV046898,ORD046898,47,46,0,On-Time,Correct,4
DLV046899,ORD046899,60,59,0,On-Time,Correct,3
DLV046900,ORD046900,20,15,0,On-Time,Partial,4
DLV046901,ORD046901,15,13,0,On-Time,Correct,4
DLV046902,ORD046902,47,44,0,On-Time,Correct,5
DLV046903,ORD046903,49,44,0,On-Time,Correct,3
DLV046904,ORD046904,37,33,0,On-Time,Correct,4
DLV046905,ORD046905,57,56,0,On-Time,Correct,4
DLV046906,ORD046906,44,44,0,On-Time,Correct,4
DLV046907,ORD046907,60,78,18,Delayed,Correct,2
DLV046908,ORD046908,55,55,0,On-Time,Correct,4
DLV046909,ORD046909,47,42,0,On-Time,Correct,4
DLV046910,ORD046910,67,63,0,On-Time,Correct,3
DLV046911,ORD046911,55,54,0,On-Time,Correct,3
DLV046912,ORD046912,41,41,0,On-Time,Partial,4
DLV046913,ORD046913,48,48,0,On-Time,Correct,4
DLV046914,ORD046914,59,55,0,On-Time,Correct,4
DLV046915,ORD046915,72,70,0,On-Time,Correct,4
DLV046916,ORD046916,28,24,0,On-Time,Correct,4
DLV046917,ORD046917,49,49,0,On-Time,Correct,4
DLV046918,ORD046918,56,51,0,On-Time,Correct,4
DLV046919,ORD046919,48,44,0,On-Time,Correct,3
DLV046920,ORD046920,85,85,0,On-Time,Correct,4
DLV046921,ORD046921,62,59,0,On-Time,Correct,4
DLV046922,ORD046922,53,50,0,On-Time,Correct,3
DLV046923,ORD046923,57,70,13,Delayed,Wrong,3
DLV046924,ORD046924,23,21,0,On-Time,Correct,4
DLV046925,ORD046925,42,38,0,On-Time,Partial,4
DLV046926,ORD046926,35,34,0,On-Time,Correct,5
DLV046927,ORD046927,17,12,0,On-Time,Correct,5
DLV046928,ORD046928,32,38,6,Delayed,Correct,3
DLV046929,ORD046929,25,24,0,On-Time,Correct,5
