user_id,registration_date,location_city,location_state,age_bracket,user_gender,account_segment,device_type
UUS02293,2026-02-04,Boston,MA,18-25,Female,Standard,App
UUS02294,2025-07-19,Dallas,TX,26-35,Female,Standard,App
UUS02295,2024-12-30,Chicago,IL,36-45,Male,Intro,App
UUS02296,2025-09-14,Phoenix,AZ,26-35,Male,Elite,Website
UUS02297,2025-05-21,Boston,MA,46-55,Male,Intro,Website
UUS02298,2025-06-28,Seattle,WA,18-25,Female,Standard,App
UUS02299,2024-04-15,Dallas,TX,46-55,Male,Elite,App
UUS02300,2024-11-28,Philadelphia,PA,26-35,Male,Standard,App
UUS02301,2025-06-01,Los Angeles,CA,18-25,Female,Standard,App
UUS02302,2024-08-24,Austin,TX,26-35,Female,Standard,App
UUS02303,2025-12-13,Philadelphia,PA,36-45,Male,Standard,App
UUS02304,2023-12-27,Philadelphia,PA,36-45,Male,Intro,App
UUS02305,2026-02-10,Los Angeles,CA,46-55,Female,Standard,App
UUS02306,2024-04-20,Los Angeles,CA,36-45,Female,Standard,App
UUS02307,2024-05-07,Dallas,TX,36-45,Female,Elite,App
UUS02308,2024-03-03,Austin,TX,26-35,Male,Elite,App
UUS02309,2026-02-09,New York,NY,36-45,Male,Elite,Website
UUS02310,2025-11-06,Houston,TX,18-25,Male,Standard,Website
UUS02311,2025-09-08,Boston,MA,46-55,Female,Intro,App
UUS02312,2024-10-05,Philadelphia,PA,36-45,Female,Standard,App
UUS02313,2024-10-22,Seattle,WA,56+,Female,Elite,App
UUS02314,2025-11-02,Austin,TX,26-35,Female,Standard,App
UUS02315,2025-01-25,Austin,TX,18-25,Male,Standard,App
UUS02316,2024-01-28,Los Angeles,CA,18-25,Other,Elite,App
UUS02317,2024-09-23,San Diego,CA,26-35,Female,Standard,App
UUS02318,2025-02-23,Houston,TX,36-45,Female,Intro,App
UUS02319,2025-11-21,San Jose,CA,26-35,Male,Standard,App
UUS02320,2024-12-11,Houston,TX,46-55,Male,Elite,App
UUS02321,2026-01-03,Dallas,TX,26-35,Male,Intro,App
UUS02322,2024-03-28,New York,NY,26-35,Female,Elite,App
UUS02323,2025-11-14,Boston,MA,18-25,Male,Standard,App
UUS02324,2025-12-08,Seattle,WA,18-25,Female,Standard,App
UUS02325,2024-11-05,Chicago,IL,26-35,Male,Standard,App
UUS02326,2024-03-09,San Jose,CA,56+,Male,Intro,App
UUS02327,2025-11-12,San Diego,CA,46-55,Male,Standard,App
UUS02328,2025-12-26,Austin,TX,36-45,Female,Standard,Website
UUS02329,2026-01-08,Boston,MA,18-25,Male,Intro,App
UUS02330,2024-05-18,San Diego,CA,36-45,Female,Intro,App
UUS02331,2024-06-18,Boston,MA,46-55,Female,Standard,App
UUS02332,2024-04-27,Chicago,IL,56+,Male,Standard,App
UUS02333,2025-11-20,Seattle,WA,36-45,Female,Intro,App
UUS02334,2024-09-23,Los Angeles,CA,26-35,Male,Intro,App
UUS02335,2024-11-07,Los Angeles,CA,18-25,Male,Intro,App
UUS02336,2025-12-04,Los Angeles,CA,36-45,Female,Standard,App
UUS02337,2024-04-21,San Jose,CA,26-35,Female,Intro,App
UUS02338,2024-02-28,San Jose,CA,26-35,Male,Standard,Website
UUS02339,2024-03-04,San Diego,CA,46-55,Male,Intro,App
UUS02340,2026-02-02,Los Angeles,CA,18-25,Male,Standard,App
UUS02341,2025-03-18,New York,NY,56+,Female,Intro,Website
UUS02342,2025-05-11,Seattle,WA,26-35,Female,Intro,App
UUS02343,2024-08-01,Austin,TX,26-35,Male,Intro,Website
UUS02344,2024-10-10,Chicago,IL,36-45,Male,Intro,App
UUS02345,2024-03-23,Dallas,TX,26-35,Female,Elite,App
UUS02346,2025-06-19,Los Angeles,CA,18-25,Male,Intro,App
UUS02347,2024-04-21,Seattle,WA,46-55,Female,Standard,App
UUS02348,2026-03-21,Austin,TX,26-35,Female,Elite,App
UUS02349,2024-05-09,Houston,TX,56+,Female,Standard,App
UUS02350,2024-08-21,San Diego,CA,36-45,Female,Elite,App
UUS02351,2025-08-22,Phoenix,AZ,36-45,Male,Intro,App
UUS02352,2025-09-14,San Diego,CA,18-25,Female,Standard,App
UUS02353,2025-04-22,Los Angeles,CA,18-25,Female,Standard,App
UUS02354,2025-03-20,Los Angeles,CA,26-35,Female,Intro,Website
UUS02355,2024-04-12,Los Angeles,CA,26-35,Female,Standard,App
UUS02356,2025-05-27,New York,NY,36-45,Male,Standard,Website
UUS02357,2026-01-03,Dallas,TX,26-35,Female,Standard,Website
UUS02358,2025-12-22,Philadelphia,PA,26-35,Female,Standard,App
UUS02359,2024-04-12,Los Angeles,CA,36-45,Male,Elite,App
UUS02360,2025-01-17,New York,NY,26-35,Female,Standard,App
UUS02361,2024-08-17,New York,NY,26-35,Female,Standard,App
UUS02362,2024-05-09,Chicago,IL,18-25,Male,Intro,App
UUS02363,2024-06-16,Chicago,IL,56+,Male,Standard,App
UUS02364,2025-09-28,Phoenix,AZ,26-35,Female,Standard,Website
UUS02365,2025-07-22,Austin,TX,26-35,Male,Standard,App
UUS02366,2025-09-21,Phoenix,AZ,36-45,Female,Standard,Website
UUS02367,2025-02-06,Phoenix,AZ,18-25,Male,Intro,App
UUS02368,2024-08-08,Dallas,TX,56+,Male,Standard,Website
UUS02369,2025-10-02,San Jose,CA,26-35,Female,Standard,App
UUS02370,2024-10-04,Boston,MA,26-35,Male,Elite,App
UUS02371,2024-05-08,Los Angeles,CA,26-35,Male,Standard,App
UUS02372,2024-09-28,San Diego,CA,18-25,Male,Elite,Website
UUS02373,2024-08-04,Seattle,WA,36-45,Female,Intro,App
UUS02374,2025-01-19,Phoenix,AZ,18-25,Male,Standard,Website
UUS02375,2025-08-24,Los Angeles,CA,56+,Male,Standard,App
UUS02376,2024-02-14,Boston,MA,18-25,Male,Elite,App
UUS02377,2025-03-13,San Jose,CA,36-45,Male,Standard,App
UUS02378,2024-05-25,Phoenix,AZ,36-45,Female,Standard,Website
UUS02379,2024-03-27,Phoenix,AZ,36-45,Male,Standard,Website
UUS02380,2025-01-27,Phoenix,AZ,36-45,Female,Standard,Website
UUS02381,2024-09-30,Phoenix,AZ,36-45,Female,Standard,Website
UUS02382,2025-04-12,Philadelphia,PA,26-35,Female,Elite,Website
UUS02383,2024-07-27,Dallas,TX,36-45,Female,Standard,App
UUS02384,2025-08-13,Austin,TX,46-55,Female,Intro,App
UUS02385,2026-04-09,Austin,TX,36-45,Female,Elite,App
UUS02386,2025-07-19,Dallas,TX,46-55,Female,Standard,Website
UUS02387,2024-07-21,San Jose,CA,26-35,Female,Standard,App
UUS02388,2024-02-05,Houston,TX,36-45,Male,Standard,App
UUS02389,2025-02-13,Dallas,TX,46-55,Male,Standard,App
UUS02390,2025-07-17,Phoenix,AZ,26-35,Male,Standard,App
UUS02391,2024-09-20,Philadelphia,PA,46-55,Female,Elite,Website
UUS02392,2025-08-12,San Diego,CA,26-35,Male,Standard,App
UUS02393,2024-01-10,Austin,TX,46-55,Male,Intro,App
UUS02394,2025-08-10,Chicago,IL,26-35,Male,Elite,Website
UUS02395,2025-03-17,San Diego,CA,18-25,Male,Standard,Website
UUS02396,2025-01-25,Los Angeles,CA,18-25,Female,Elite,App
UUS02397,2025-12-23,Austin,TX,46-55,Male,Standard,App
UUS02398,2024-03-09,Houston,TX,46-55,Female,Standard,Website
UUS02399,2024-05-17,San Jose,CA,26-35,Female,Elite,App
UUS02400,2025-07-09,Boston,MA,46-55,Male,Intro,App
UUS02401,2025-09-04,Los Angeles,CA,46-55,Male,Standard,App
UUS02402,2025-08-15,Seattle,WA,56+,Female,Intro,App
UUS02403,2024-07-23,San Diego,CA,18-25,Male,Standard,Website
UUS02404,2025-03-10,San Jose,CA,26-35,Male,Elite,App
UUS02405,2024-08-07,Dallas,TX,26-35,Male,Intro,Website
UUS02406,2025-07-26,Austin,TX,56+,Female,Standard,App
UUS02407,2024-04-07,Chicago,IL,26-35,Female,Elite,App
UUS02408,2026-03-09,Los Angeles,CA,18-25,Male,Standard,App
UUS02409,2025-02-04,Phoenix,AZ,56+,Male,Standard,App
UUS02410,2025-12-17,Dallas,TX,26-35,Male,Elite,App
UUS02411,2026-02-27,San Jose,CA,26-35,Male,Standard,App
UUS02412,2024-11-02,Dallas,TX,36-45,Male,Standard,App
UUS02413,2025-09-14,San Jose,CA,18-25,Male,Standard,App
UUS02414,2024-03-08,San Diego,CA,36-45,Female,Elite,App
UUS02415,2024-04-07,San Jose,CA,36-45,Male,Intro,Website
UUS02416,2025-10-28,Seattle,WA,36-45,Male,Intro,App
UUS02417,2025-01-02,Phoenix,AZ,36-45,Female,Standard,Website
UUS02418,2024-09-06,Philadelphia,PA,18-25,Female,Standard,App
UUS02419,2025-03-24,San Diego,CA,46-55,Male,Intro,App
UUS02420,2024-11-05,Dallas,TX,18-25,Male,Standard,Website
UUS02421,2024-07-12,Austin,TX,26-35,Female,Intro,Website
UUS02422,2025-02-09,Los Angeles,CA,26-35,Male,Standard,App
UUS02423,2026-01-02,Houston,TX,26-35,Male,Standard,App
UUS02424,2025-07-02,Seattle,WA,46-55,Female,Elite,App
UUS02425,2025-03-17,Phoenix,AZ,26-35,Female,Standard,App
UUS02426,2025-10-12,Phoenix,AZ,56+,Male,Standard,App
UUS02427,2024-09-25,Seattle,WA,26-35,Female,Standard,App
UUS02428,2025-08-18,San Jose,CA,46-55,Male,Standard,Website
UUS02429,2024-04-14,Boston,MA,26-35,Male,Standard,App
UUS02430,2025-11-14,Houston,TX,56+,Male,Standard,App
UUS02431,2024-05-17,Philadelphia,PA,26-35,Male,Standard,App
UUS02432,2025-08-07,Los Angeles,CA,26-35,Male,Standard,App
UUS02433,2026-03-30,San Diego,CA,18-25,Female,Standard,App
UUS02434,2026-02-14,Austin,TX,46-55,Female,Standard,App
UUS02435,2025-05-22,Dallas,TX,46-55,Male,Elite,App
UUS02436,2026-02-03,New York,NY,56+,Female,Standard,App
UUS02437,2024-10-23,Austin,TX,18-25,Female,Standard,App
UUS02438,2024-05-19,San Diego,CA,26-35,Male,Elite,App
UUS02439,2024-03-05,Houston,TX,36-45,Female,Standard,App
UUS02440,2024-03-07,Phoenix,AZ,26-35,Male,Standard,App
UUS02441,2025-01-10,Dallas,TX,46-55,Male,Standard,Website
UUS02442,2025-05-09,San Diego,CA,46-55,Male,Standard,Website
UUS02443,2024-11-14,Boston,MA,36-45,Female,Standard,App
UUS02444,2024-02-08,Seattle,WA,18-25,Male,Standard,App
UUS02445,2024-09-16,Philadelphia,PA,18-25,Female,Intro,App
UUS02446,2025-07-13,Houston,TX,18-25,Female,Standard,App
UUS02447,2024-09-05,Phoenix,AZ,26-35,Female,Standard,App
UUS02448,2025-04-06,Austin,TX,18-25,Male,Elite,App
UUS02449,2024-09-10,Seattle,WA,56+,Male,Standard,App
UUS02450,2026-01-26,Phoenix,AZ,18-25,Female,Standard,Website
UUS02451,2025-08-29,San Jose,CA,26-35,Female,Elite,Website
UUS02452,2026-02-10,San Diego,CA,26-35,Male,Standard,App
UUS02453,2025-02-04,Phoenix,AZ,36-45,Male,Intro,Website
UUS02454,2023-12-20,New York,NY,26-35,Male,Intro,App
UUS02455,2026-04-03,Seattle,WA,26-35,Female,Elite,App
UUS02456,2025-11-19,Houston,TX,26-35,Male,Standard,App
UUS02457,2025-07-16,Philadelphia,PA,36-45,Male,Standard,Website
UUS02458,2024-06-06,Los Angeles,CA,26-35,Female,Elite,App
UUS02459,2025-02-13,San Diego,CA,56+,Male,Standard,App
UUS02460,2024-05-01,Phoenix,AZ,26-35,Female,Elite,App
UUS02461,2024-06-23,New York,NY,26-35,Male,Standard,App
UUS02462,2025-09-08,Boston,MA,18-25,Male,Standard,App
UUS02463,2025-09-25,San Jose,CA,26-35,Female,Intro,App
UUS02464,2024-09-26,Austin,TX,26-35,Male,Intro,App
UUS02465,2024-07-26,Los Angeles,CA,18-25,Female,Standard,App
UUS02466,2026-02-19,San Diego,CA,26-35,Male,Intro,App
UUS02467,2024-07-12,Seattle,WA,56+,Male,Standard,App
UUS02468,2025-05-31,Houston,TX,18-25,Female,Standard,App
UUS02469,2024-12-14,San Jose,CA,26-35,Male,Intro,Website
UUS02470,2024-10-19,Boston,MA,26-35,Female,Standard,Website
UUS02471,2026-01-03,San Jose,CA,56+,Male,Standard,App
UUS02472,2024-05-16,San Diego,CA,36-45,Male,Standard,App
UUS02473,2025-03-14,Boston,MA,36-45,Female,Standard,Website
UUS02474,2025-08-27,Houston,TX,18-25,Male,Standard,App
UUS02475,2025-01-07,Phoenix,AZ,36-45,Female,Elite,App
UUS02476,2024-06-22,Austin,TX,26-35,Female,Elite,App
UUS02477,2025-12-12,Boston,MA,26-35,Male,Intro,App
UUS02478,2025-02-01,Dallas,TX,46-55,Female,Standard,App
UUS02479,2025-05-01,Boston,MA,56+,Female,Intro,App
UUS02480,2025-06-03,Philadelphia,PA,56+,Female,Standard,App
UUS02481,2024-03-26,San Jose,CA,46-55,Male,Standard,Website
UUS02482,2024-01-15,San Diego,CA,26-35,Female,Standard,App
UUS02483,2024-06-27,Seattle,WA,46-55,Male,Standard,App
UUS02484,2024-08-06,San Jose,CA,36-45,Female,Standard,App
UUS02485,2025-07-17,Philadelphia,PA,36-45,Female,Standard,App
UUS02486,2025-09-22,Los Angeles,CA,18-25,Male,Intro,App
UUS02487,2024-04-27,Chicago,IL,26-35,Male,Elite,Website
UUS02488,2025-03-12,Phoenix,AZ,56+,Male,Elite,App
UUS02489,2026-02-14,Phoenix,AZ,26-35,Male,Standard,Website
UUS02490,2024-12-03,Phoenix,AZ,36-45,Female,Elite,App
UUS02491,2026-01-23,Boston,MA,46-55,Male,Intro,Website
UUS02492,2024-08-18,Seattle,WA,26-35,Male,Standard,Website
UUS02493,2024-06-18,Austin,TX,18-25,Female,Standard,App
UUS02494,2025-10-22,Phoenix,AZ,56+,Female,Standard,Website
UUS02495,2024-11-10,San Diego,CA,26-35,Female,Standard,Website
UUS02496,2025-11-28,San Diego,CA,26-35,Female,Standard,App
UUS02497,2025-05-12,San Diego,CA,26-35,Female,Standard,App
UUS02498,2025-11-28,San Diego,CA,46-55,Male,Standard,App
UUS02499,2024-01-14,San Diego,CA,18-25,Female,Standard,App
UUS02500,2024-12-12,Houston,TX,46-55,Male,Intro,App
UUS02501,2025-08-31,Los Angeles,CA,18-25,Female,Elite,App
UUS02502,2025-11-03,Boston,MA,18-25,Female,Intro,Website
UUS02503,2024-06-20,Philadelphia,PA,36-45,Female,Elite,App
UUS02504,2024-06-20,Los Angeles,CA,36-45,Male,Standard,App
UUS02505,2025-03-02,Philadelphia,PA,46-55,Male,Standard,App
UUS02506,2024-04-22,New York,NY,18-25,Male,Elite,Website
UUS02507,2024-09-20,Philadelphia,PA,26-35,Male,Standard,App
UUS02508,2026-02-03,San Jose,CA,36-45,Male,Elite,Website
UUS02509,2026-02-19,Philadelphia,PA,36-45,Female,Standard,Website
UUS02510,2025-08-21,San Jose,CA,46-55,Male,Intro,App
UUS02511,2025-01-21,San Jose,CA,36-45,Female,Standard,App
UUS02512,2024-12-22,Dallas,TX,36-45,Male,Intro,App
UUS02513,2025-07-01,San Jose,CA,46-55,Male,Standard,App
UUS02514,2025-09-20,Houston,TX,56+,Male,Standard,App
UUS02515,2025-02-23,Chicago,IL,46-55,Female,Standard,App
UUS02516,2025-08-20,Houston,TX,26-35,Female,Standard,App
UUS02517,2024-06-11,Seattle,WA,18-25,Female,Standard,App
UUS02518,2026-04-06,New York,NY,46-55,Male,Intro,Website
UUS02519,2024-10-27,New York,NY,36-45,Female,Standard,Website
UUS02520,2025-03-31,Austin,TX,18-25,Male,Standard,App
UUS02521,2024-11-17,Chicago,IL,36-45,Female,Elite,Website
UUS02522,2024-09-06,Houston,TX,26-35,Female,Standard,App
UUS02523,2024-03-09,Philadelphia,PA,56+,Female,Standard,App
UUS02524,2025-09-01,San Jose,CA,26-35,Female,Standard,Website
UUS02525,2024-05-12,New York,NY,26-35,Male,Standard,Website
UUS02526,2026-01-16,San Jose,CA,36-45,Female,Standard,App
UUS02527,2025-03-13,San Jose,CA,56+,Female,Standard,Website
UUS02528,2025-06-01,Philadelphia,PA,18-25,Other,Intro,App
UUS02529,2024-09-03,Boston,MA,18-25,Male,Standard,App
UUS02530,2024-08-12,San Jose,CA,36-45,Female,Standard,App
UUS02531,2025-05-04,New York,NY,36-45,Male,Elite,App
UUS02532,2025-07-02,New York,NY,36-45,Male,Standard,App
UUS02533,2025-04-27,Dallas,TX,26-35,Female,Standard,Website
UUS02534,2025-12-23,New York,NY,36-45,Male,Standard,Website
UUS02535,2024-06-20,New York,NY,26-35,Male,Standard,App
UUS02536,2024-08-28,Houston,TX,46-55,Female,Standard,App
UUS02537,2024-12-28,Dallas,TX,26-35,Other,Elite,Website
UUS02538,2026-03-05,Austin,TX,46-55,Male,Elite,App
UUS02539,2025-07-22,Philadelphia,PA,26-35,Male,Standard,Website
UUS02540,2024-05-03,Philadelphia,PA,26-35,Other,Standard,App
UUS02541,2024-06-03,Dallas,TX,36-45,Male,Standard,Website
UUS02542,2024-05-12,Boston,MA,26-35,Male,Standard,App
UUS02543,2025-05-17,San Jose,CA,56+,Male,Standard,App
UUS02544,2024-09-30,Philadelphia,PA,26-35,Female,Intro,App
UUS02545,2024-05-12,Seattle,WA,26-35,Male,Intro,App
UUS02546,2026-02-27,Houston,TX,36-45,Female,Standard,App
UUS02547,2025-09-28,Houston,TX,46-55,Male,Standard,App
UUS02548,2025-02-25,Chicago,IL,46-55,Other,Intro,App
UUS02549,2026-03-09,Austin,TX,36-45,Female,Standard,App
UUS02550,2024-10-12,Los Angeles,CA,18-25,Male,Elite,App
UUS02551,2024-03-25,Chicago,IL,36-45,Male,Standard,App
UUS02552,2024-08-22,Phoenix,AZ,26-35,Male,Standard,App
UUS02553,2024-07-08,Dallas,TX,18-25,Male,Standard,App
UUS02554,2026-03-20,Houston,TX,26-35,Male,Intro,Website
UUS02555,2024-10-17,Houston,TX,36-45,Female,Standard,Website
UUS02556,2024-01-25,San Diego,CA,26-35,Male,Standard,App
UUS02557,2024-04-10,Austin,TX,36-45,Female,Standard,App
UUS02558,2024-01-25,Austin,TX,26-35,Male,Elite,Website
UUS02559,2024-09-05,Austin,TX,36-45,Male,Intro,App
UUS02560,2025-08-01,Phoenix,AZ,36-45,Female,Elite,App
UUS02561,2025-08-15,Austin,TX,36-45,Male,Standard,App
UUS02562,2024-09-12,Phoenix,AZ,36-45,Male,Standard,Website
UUS02563,2024-09-15,Houston,TX,26-35,Male,Standard,App
UUS02564,2025-07-22,Philadelphia,PA,46-55,Female,Elite,App
UUS02565,2025-07-28,Los Angeles,CA,26-35,Male,Standard,App
UUS02566,2024-10-22,Austin,TX,26-35,Male,Intro,Website
UUS02567,2024-01-12,Dallas,TX,18-25,Male,Standard,App
UUS02568,2025-01-29,Houston,TX,36-45,Female,Standard,App
UUS02569,2025-01-29,Boston,MA,18-25,Female,Intro,App
UUS02570,2025-06-24,San Jose,CA,26-35,Male,Intro,Website
UUS02571,2025-10-15,Chicago,IL,26-35,Female,Standard,App
UUS02572,2025-08-08,New York,NY,46-55,Female,Intro,App
UUS02573,2025-02-16,Chicago,IL,36-45,Male,Elite,App
UUS02574,2024-08-29,Austin,TX,46-55,Male,Standard,App
UUS02575,2025-11-17,Dallas,TX,26-35,Male,Intro,Website
UUS02576,2025-10-10,Los Angeles,CA,26-35,Female,Elite,App
UUS02577,2026-01-24,Los Angeles,CA,46-55,Female,Standard,App
UUS02578,2024-09-12,Phoenix,AZ,18-25,Male,Standard,Website
UUS02579,2023-12-20,Phoenix,AZ,56+,Male,Elite,App
UUS02580,2025-04-06,Houston,TX,46-55,Male,Standard,App
UUS02581,2025-03-24,Chicago,IL,26-35,Male,Intro,Website
UUS02582,2026-01-15,Phoenix,AZ,26-35,Female,Intro,App
UUS02583,2025-05-28,Boston,MA,26-35,Female,Elite,App
UUS02584,2023-12-31,Boston,MA,36-45,Male,Standard,App
UUS02585,2024-01-14,Chicago,IL,46-55,Female,Standard,App
UUS02586,2026-03-27,Boston,MA,26-35,Male,Intro,App
UUS02587,2024-04-04,Houston,TX,36-45,Male,Standard,App
UUS02588,2024-11-12,Los Angeles,CA,36-45,Male,Intro,App
UUS02589,2024-12-09,Seattle,WA,46-55,Female,Standard,App
UUS02590,2024-04-28,Los Angeles,CA,46-55,Male,Elite,App
UUS02591,2025-06-22,New York,NY,46-55,Female,Standard,App
UUS02592,2024-10-24,New York,NY,26-35,Male,Standard,App
UUS02593,2024-08-06,San Jose,CA,56+,Male,Elite,App
UUS02594,2024-03-10,Austin,TX,56+,Male,Standard,App
UUS02595,2024-08-31,Houston,TX,26-35,Male,Elite,App
UUS02596,2026-01-03,Dallas,TX,36-45,Female,Standard,App
UUS02597,2024-06-15,Chicago,IL,46-55,Female,Intro,Website
UUS02598,2024-02-09,Dallas,TX,26-35,Male,Standard,App
UUS02599,2024-02-22,Boston,MA,26-35,Male,Standard,Website
UUS02600,2025-04-29,Boston,MA,26-35,Male,Standard,App
UUS02601,2025-04-07,Phoenix,AZ,26-35,Male,Standard,App
UUS02602,2025-07-14,Houston,TX,26-35,Male,Standard,App
UUS02603,2025-06-27,San Diego,CA,26-35,Female,Standard,App
UUS02604,2025-07-02,Philadelphia,PA,46-55,Female,Elite,App
UUS02605,2025-05-07,Philadelphia,PA,26-35,Male,Standard,Website
UUS02606,2025-03-10,San Diego,CA,26-35,Other,Standard,App
UUS02607,2025-06-07,San Jose,CA,18-25,Female,Intro,Website
UUS02608,2024-04-22,Phoenix,AZ,26-35,Female,Elite,App
UUS02609,2025-11-18,Boston,MA,36-45,Female,Intro,App
UUS02610,2025-07-05,Chicago,IL,18-25,Female,Intro,App
UUS02611,2025-03-15,Austin,TX,26-35,Female,Elite,App
UUS02612,2024-03-19,Austin,TX,46-55,Female,Intro,App
UUS02613,2024-05-02,Philadelphia,PA,36-45,Female,Intro,App
UUS02614,2025-12-27,Philadelphia,PA,18-25,Female,Standard,App
UUS02615,2024-06-27,New York,NY,56+,Female,Elite,App
UUS02616,2025-10-26,San Jose,CA,26-35,Male,Standard,App
UUS02617,2024-05-01,San Jose,CA,36-45,Female,Standard,App
UUS02618,2025-12-03,Seattle,WA,18-25,Male,Elite,Website
UUS02619,2025-09-06,Chicago,IL,36-45,Male,Intro,Website
UUS02620,2025-02-05,Houston,TX,26-35,Male,Intro,App
UUS02621,2024-07-19,Boston,MA,36-45,Male,Intro,Website
UUS02622,2025-07-10,Seattle,WA,18-25,Female,Standard,Website
UUS02623,2024-06-06,Dallas,TX,26-35,Male,Intro,App
UUS02624,2025-11-21,Boston,MA,18-25,Male,Standard,App
UUS02625,2024-04-24,Boston,MA,56+,Male,Standard,App
UUS02626,2025-11-16,San Diego,CA,36-45,Female,Standard,App
UUS02627,2026-01-10,San Jose,CA,36-45,Male,Standard,App
UUS02628,2024-06-27,New York,NY,36-45,Female,Standard,App
UUS02629,2024-03-04,New York,NY,46-55,Female,Standard,App
UUS02630,2024-04-29,Seattle,WA,26-35,Male,Intro,App
UUS02631,2024-10-19,New York,NY,26-35,Female,Intro,Website
UUS02632,2024-12-31,Seattle,WA,46-55,Female,Intro,App
UUS02633,2024-10-02,Boston,MA,46-55,Female,Elite,App
UUS02634,2024-07-05,Boston,MA,26-35,Female,Elite,App
UUS02635,2026-01-14,Phoenix,AZ,18-25,Female,Standard,Website
UUS02636,2026-03-02,Phoenix,AZ,36-45,Male,Elite,App
UUS02637,2026-02-08,Houston,TX,46-55,Male,Standard,App
UUS02638,2026-04-02,Seattle,WA,46-55,Male,Elite,App
UUS02639,2026-03-03,New York,NY,46-55,Female,Elite,Website
UUS02640,2024-09-02,Phoenix,AZ,46-55,Male,Intro,Website
UUS02641,2025-08-02,Philadelphia,PA,36-45,Female,Intro,Website
UUS02642,2026-02-21,Seattle,WA,46-55,Female,Standard,App
UUS02643,2024-09-17,Seattle,WA,36-45,Male,Standard,App
UUS02644,2025-10-27,New York,NY,18-25,Female,Standard,Website
UUS02645,2024-04-17,Phoenix,AZ,46-55,Male,Intro,App
UUS02646,2024-09-23,Phoenix,AZ,26-35,Male,Standard,App
UUS02647,2025-03-25,Boston,MA,26-35,Female,Elite,App
UUS02648,2024-03-19,Philadelphia,PA,36-45,Female,Elite,App
UUS02649,2025-09-16,Austin,TX,36-45,Female,Intro,Website
UUS02650,2026-02-13,Boston,MA,26-35,Male,Standard,App
UUS02651,2025-08-21,San Diego,CA,18-25,Male,Standard,Website
UUS02652,2024-10-24,San Diego,CA,18-25,Male,Standard,App
UUS02653,2025-06-14,San Jose,CA,18-25,Male,Standard,Website
UUS02654,2025-11-20,Boston,MA,26-35,Male,Intro,App
UUS02655,2025-02-18,New York,NY,26-35,Female,Elite,App
UUS02656,2024-08-24,San Diego,CA,56+,Female,Elite,App
UUS02657,2026-02-07,Philadelphia,PA,56+,Male,Standard,App
UUS02658,2024-09-05,Boston,MA,46-55,Female,Intro,App
UUS02659,2026-03-05,Phoenix,AZ,46-55,Female,Intro,App
UUS02660,2024-03-08,Los Angeles,CA,26-35,Male,Elite,App
UUS02661,2024-06-17,Austin,TX,26-35,Male,Standard,App
UUS02662,2025-03-31,San Diego,CA,36-45,Female,Elite,App
UUS02663,2025-09-04,Chicago,IL,26-35,Female,Elite,App
UUS02664,2025-04-07,Dallas,TX,26-35,Male,Elite,App
UUS02665,2025-09-21,San Diego,CA,26-35,Female,Intro,App
UUS02666,2025-04-27,Los Angeles,CA,26-35,Male,Elite,App
UUS02667,2025-11-15,New York,NY,26-35,Female,Standard,Website
UUS02668,2025-01-26,Los Angeles,CA,36-45,Male,Elite,App
UUS02669,2025-09-21,Austin,TX,36-45,Male,Intro,App
UUS02670,2026-01-30,Philadelphia,PA,36-45,Female,Standard,App
UUS02671,2025-08-05,Seattle,WA,36-45,Female,Standard,App
UUS02672,2025-09-10,Austin,TX,36-45,Female,Intro,App
UUS02673,2026-03-05,New York,NY,46-55,Female,Intro,App
UUS02674,2025-03-24,Dallas,TX,56+,Female,Standard,App
UUS02675,2025-11-21,Los Angeles,CA,36-45,Female,Intro,App
UUS02676,2024-03-16,Phoenix,AZ,26-35,Female,Elite,App
UUS02677,2025-07-09,Dallas,TX,36-45,Female,Standard,App
UUS02678,2024-07-21,Dallas,TX,26-35,Female,Intro,App
UUS02679,2024-03-25,Seattle,WA,26-35,Male,Standard,App
UUS02680,2025-03-30,Dallas,TX,26-35,Female,Standard,App
UUS02681,2025-02-16,Boston,MA,46-55,Male,Standard,App
UUS02682,2024-01-18,Houston,TX,26-35,Male,Standard,Website
UUS02683,2025-09-01,Dallas,TX,26-35,Other,Standard,App
UUS02684,2024-03-19,Los Angeles,CA,18-25,Female,Intro,Website
UUS02685,2024-10-01,Houston,TX,26-35,Male,Standard,App
UUS02686,2026-02-15,San Jose,CA,36-45,Female,Standard,App
UUS02687,2025-04-18,Los Angeles,CA,36-45,Male,Standard,App
UUS02688,2025-08-15,Dallas,TX,36-45,Male,Standard,Website
UUS02689,2025-03-04,Austin,TX,36-45,Male,Standard,App
UUS02690,2026-04-02,Seattle,WA,36-45,Male,Intro,App
UUS02691,2025-12-08,Dallas,TX,56+,Female,Standard,App
UUS02692,2026-02-17,Houston,TX,36-45,Female,Intro,App
UUS02693,2026-01-26,San Diego,CA,26-35,Female,Standard,App
UUS02694,2025-10-03,Phoenix,AZ,36-45,Female,Elite,App
UUS02695,2025-04-20,Boston,MA,18-25,Female,Standard,App
UUS02696,2025-08-03,Austin,TX,18-25,Female,Standard,App
UUS02697,2025-04-13,Philadelphia,PA,26-35,Female,Standard,App
UUS02698,2025-03-09,Seattle,WA,36-45,Male,Standard,App
UUS02699,2025-03-09,Seattle,WA,26-35,Male,Elite,App
